Record Length,2500,Points,time1,volt1,,Record Length,2500,Points,time2,volt2
,,,-1.57E-04,-4.00E-02,,,,,-1.57E-04,1.60E-01
,,,-1.56E-04,-6.00E-02,,,,,-1.56E-04,8.00E-02
,,,-1.56E-04,-2.00E-02,,,,,-1.56E-04,8.00E-02
,,,-1.56E-04,-4.00E-02,,,,,-1.56E-04,8.00E-02
,,,-1.55E-04,-2.00E-02,,,,,-1.55E-04,1.60E-01
,,,-1.55E-04,-6.00E-02,,,,,-1.55E-04,8.00E-02
,,,-1.54E-04,-4.00E-02,,,,,-1.54E-04,8.00E-02
,,,-1.54E-04,-2.00E-02,,,,,-1.54E-04,8.00E-02
,,,-1.54E-04,-4.00E-02,,,,,-1.54E-04,8.00E-02
,,,-1.53E-04,-4.00E-02,,,,,-1.53E-04,0
,,,-1.53E-04,-2.00E-02,,,,,-1.53E-04,8.00E-02
,,,-1.52E-04,-2.00E-02,,,,,-1.52E-04,8.00E-02
,,,-1.52E-04,-4.00E-02,,,,,-1.52E-04,8.00E-02
,,,-1.52E-04,-4.00E-02,,,,,-1.52E-04,1.60E-01
,,,-1.51E-04,-2.00E-02,,,,,-1.51E-04,1.60E-01
,,,-1.51E-04,-4.00E-02,,,,,-1.51E-04,8.00E-02
,,,-1.50E-04,-4.00E-02,,,,,-1.50E-04,8.00E-02
,,,-1.50E-04,-2.00E-02,,,,,-1.50E-04,8.00E-02
,,,-1.50E-04,-2.00E-02,,,,,-1.50E-04,8.00E-02
,,,-1.49E-04,-4.00E-02,,,,,-1.49E-04,0
,,,-1.49E-04,-4.00E-02,,,,,-1.49E-04,8.00E-02
,,,-1.48E-04,-2.00E-02,,,,,-1.48E-04,1.60E-01
,,,-1.48E-04,-4.00E-02,,,,,-1.48E-04,8.00E-02
,,,-1.48E-04,-6.00E-02,,,,,-1.48E-04,0
,,,-1.47E-04,-4.00E-02,,,,,-1.47E-04,1.60E-01
,,,-1.47E-04,-4.00E-02,,,,,-1.47E-04,8.00E-02
,,,-1.46E-04,-4.00E-02,,,,,-1.46E-04,0
,,,-1.46E-04,-4.00E-02,,,,,-1.46E-04,8.00E-02
,,,-1.46E-04,-6.00E-02,,,,,-1.46E-04,1.60E-01
,,,-1.45E-04,-6.00E-02,,,,,-1.45E-04,8.00E-02
,,,-1.45E-04,-4.00E-02,,,,,-1.45E-04,8.00E-02
,,,-1.44E-04,-6.00E-02,,,,,-1.44E-04,1.60E-01
,,,-1.44E-04,-4.00E-02,,,,,-1.44E-04,0
,,,-1.44E-04,-6.00E-02,,,,,-1.44E-04,1.60E-01
,,,-1.43E-04,-4.00E-02,,,,,-1.43E-04,8.00E-02
,,,-1.43E-04,-4.00E-02,,,,,-1.43E-04,8.00E-02
,,,-1.42E-04,-4.00E-02,,,,,-1.42E-04,8.00E-02
,,,-1.42E-04,-6.00E-02,,,,,-1.42E-04,8.00E-02
,,,-1.42E-04,-6.00E-02,,,,,-1.42E-04,1.60E-01
,,,-1.41E-04,-2.00E-02,,,,,-1.41E-04,1.60E-01
,,,-1.41E-04,-4.00E-02,,,,,-1.41E-04,1.60E-01
,,,-1.40E-04,-6.00E-02,,,,,-1.40E-04,8.00E-02
,,,-1.40E-04,-6.00E-02,,,,,-1.40E-04,8.00E-02
,,,-1.40E-04,-2.00E-02,,,,,-1.40E-04,8.00E-02
,,,-1.39E-04,-4.00E-02,,,,,-1.39E-04,1.60E-01
,,,-1.39E-04,-4.00E-02,,,,,-1.39E-04,8.00E-02
,,,-1.38E-04,-4.00E-02,,,,,-1.38E-04,8.00E-02
,,,-1.38E-04,-2.00E-02,,,,,-1.38E-04,8.00E-02
,,,-1.38E-04,-6.00E-02,,,,,-1.38E-04,8.00E-02
,,,-1.37E-04,-6.00E-02,,,,,-1.37E-04,0
,,,-1.37E-04,-6.00E-02,,,,,-1.37E-04,8.00E-02
,,,-1.36E-04,-4.00E-02,,,,,-1.36E-04,8.00E-02
,,,-1.36E-04,-2.00E-02,,,,,-1.36E-04,8.00E-02
,,,-1.36E-04,-2.00E-02,,,,,-1.36E-04,8.00E-02
,,,-1.35E-04,-4.00E-02,,,,,-1.35E-04,1.60E-01
,,,-1.35E-04,-4.00E-02,,,,,-1.35E-04,1.60E-01
,,,-1.34E-04,-2.00E-02,,,,,-1.34E-04,8.00E-02
,,,-1.34E-04,-4.00E-02,,,,,-1.34E-04,8.00E-02
,,,-1.34E-04,0,,,,,-1.34E-04,8.00E-02
,,,-1.33E-04,-4.00E-02,,,,,-1.33E-04,0
,,,-1.33E-04,-2.00E-02,,,,,-1.33E-04,8.00E-02
,,,-1.32E-04,0,,,,,-1.32E-04,8.00E-02
,,,-1.32E-04,-2.00E-02,,,,,-1.32E-04,8.00E-02
,,,-1.32E-04,-4.00E-02,,,,,-1.32E-04,0
,,,-1.31E-04,-4.00E-02,,,,,-1.31E-04,1.60E-01
,,,-1.31E-04,-8.00E-02,,,,,-1.31E-04,8.00E-02
,,,-1.30E-04,-6.00E-02,,,,,-1.30E-04,8.00E-02
,,,-1.30E-04,-2.00E-02,,,,,-1.30E-04,8.00E-02
,,,-1.30E-04,-4.00E-02,,,,,-1.30E-04,0
,,,-1.29E-04,-4.00E-02,,,,,-1.29E-04,8.00E-02
,,,-1.29E-04,-6.00E-02,,,,,-1.29E-04,1.60E-01
,,,-1.28E-04,-6.00E-02,,,,,-1.28E-04,8.00E-02
,,,-1.28E-04,-4.00E-02,,,,,-1.28E-04,8.00E-02
,,,-1.28E-04,-4.00E-02,,,,,-1.28E-04,0
,,,-1.27E-04,-2.00E-02,,,,,-1.27E-04,1.60E-01
,,,-1.27E-04,-4.00E-02,,,,,-1.27E-04,8.00E-02
,,,-1.26E-04,-4.00E-02,,,,,-1.26E-04,8.00E-02
,,,-1.26E-04,-4.00E-02,,,,,-1.26E-04,0
,,,-1.26E-04,-2.00E-02,,,,,-1.26E-04,1.60E-01
,,,-1.25E-04,-4.00E-02,,,,,-1.25E-04,8.00E-02
,,,-1.25E-04,-4.00E-02,,,,,-1.25E-04,8.00E-02
,,,-1.24E-04,-4.00E-02,,,,,-1.24E-04,8.00E-02
,,,-1.24E-04,-2.00E-02,,,,,-1.24E-04,8.00E-02
,,,-1.24E-04,-6.00E-02,,,,,-1.24E-04,8.00E-02
,,,-1.23E-04,-6.00E-02,,,,,-1.23E-04,1.60E-01
,,,-1.23E-04,-6.00E-02,,,,,-1.23E-04,8.00E-02
,,,-1.22E-04,-4.00E-02,,,,,-1.22E-04,8.00E-02
,,,-1.22E-04,-2.00E-02,,,,,-1.22E-04,8.00E-02
,,,-1.22E-04,0,,,,,-1.22E-04,8.00E-02
,,,-1.21E-04,-4.00E-02,,,,,-1.21E-04,8.00E-02
,,,-1.21E-04,-4.00E-02,,,,,-1.21E-04,1.60E-01
,,,-1.20E-04,-4.00E-02,,,,,-1.20E-04,8.00E-02
,,,-1.20E-04,-4.00E-02,,,,,-1.20E-04,8.00E-02
,,,-1.20E-04,-2.00E-02,,,,,-1.20E-04,8.00E-02
,,,-1.19E-04,-4.00E-02,,,,,-1.19E-04,8.00E-02
,,,-1.19E-04,-2.00E-02,,,,,-1.19E-04,8.00E-02
,,,-1.18E-04,-8.00E-02,,,,,-1.18E-04,8.00E-02
,,,-1.18E-04,-6.00E-02,,,,,-1.18E-04,0
,,,-1.18E-04,-4.00E-02,,,,,-1.18E-04,8.00E-02
,,,-1.17E-04,-4.00E-02,,,,,-1.17E-04,8.00E-02
,,,-1.17E-04,-4.00E-02,,,,,-1.17E-04,8.00E-02
,,,-1.16E-04,0,,,,,-1.16E-04,8.00E-02
,,,-1.16E-04,-4.00E-02,,,,,-1.16E-04,8.00E-02
,,,-1.16E-04,-6.00E-02,,,,,-1.16E-04,8.00E-02
,,,-1.15E-04,-6.00E-02,,,,,-1.15E-04,0
,,,-1.15E-04,-2.00E-02,,,,,-1.15E-04,8.00E-02
,,,-1.14E-04,-6.00E-02,,,,,-1.14E-04,1.60E-01
,,,-1.14E-04,-6.00E-02,,,,,-1.14E-04,8.00E-02
,,,-1.14E-04,-6.00E-02,,,,,-1.14E-04,1.60E-01
,,,-1.13E-04,-2.00E-02,,,,,-1.13E-04,8.00E-02
,,,-1.13E-04,-2.00E-02,,,,,-1.13E-04,-8.00E-02
,,,-1.12E-04,-2.00E-02,,,,,-1.12E-04,1.60E-01
,,,-1.12E-04,-2.00E-02,,,,,-1.12E-04,8.00E-02
,,,-1.12E-04,-4.00E-02,,,,,-1.12E-04,8.00E-02
,,,-1.11E-04,-6.00E-02,,,,,-1.11E-04,1.60E-01
,,,-1.11E-04,-6.00E-02,,,,,-1.11E-04,8.00E-02
,,,-1.10E-04,-4.00E-02,,,,,-1.10E-04,8.00E-02
,,,-1.10E-04,-4.00E-02,,,,,-1.10E-04,1.60E-01
,,,-1.10E-04,-4.00E-02,,,,,-1.10E-04,8.00E-02
,,,-1.09E-04,-6.00E-02,,,,,-1.09E-04,8.00E-02
,,,-1.09E-04,-4.00E-02,,,,,-1.09E-04,8.00E-02
,,,-1.08E-04,-6.00E-02,,,,,-1.08E-04,8.00E-02
,,,-1.08E-04,-2.00E-02,,,,,-1.08E-04,0
,,,-1.08E-04,-8.00E-02,,,,,-1.08E-04,1.60E-01
,,,-1.07E-04,-2.00E-02,,,,,-1.07E-04,2.40E-01
,,,-1.07E-04,-4.00E-02,,,,,-1.07E-04,1.60E-01
,,,-1.06E-04,-4.00E-02,,,,,-1.06E-04,8.00E-02
,,,-1.06E-04,-6.00E-02,,,,,-1.06E-04,1.60E-01
,,,-1.06E-04,-2.00E-02,,,,,-1.06E-04,8.00E-02
,,,-1.05E-04,-6.00E-02,,,,,-1.05E-04,8.00E-02
,,,-1.05E-04,-6.00E-02,,,,,-1.05E-04,8.00E-02
,,,-1.04E-04,-2.00E-02,,,,,-1.04E-04,1.60E-01
,,,-1.04E-04,-6.00E-02,,,,,-1.04E-04,2.40E-01
,,,-1.04E-04,-2.00E-02,,,,,-1.04E-04,1.60E-01
,,,-1.03E-04,-6.00E-02,,,,,-1.03E-04,8.00E-02
,,,-1.03E-04,-4.00E-02,,,,,-1.03E-04,0
,,,-1.02E-04,-6.00E-02,,,,,-1.02E-04,8.00E-02
,,,-1.02E-04,-8.00E-02,,,,,-1.02E-04,8.00E-02
,,,-1.02E-04,-4.00E-02,,,,,-1.02E-04,1.60E-01
,,,-1.01E-04,-4.00E-02,,,,,-1.01E-04,1.60E-01
,,,-1.01E-04,-4.00E-02,,,,,-1.01E-04,8.00E-02
,,,-1.00E-04,-4.00E-02,,,,,-1.00E-04,1.60E-01
,,,-1.00E-04,-4.00E-02,,,,,-1.00E-04,0
,,,-9.96E-05,-2.00E-02,,,,,-9.96E-05,8.00E-02
,,,-9.92E-05,-4.00E-02,,,,,-9.92E-05,1.60E-01
,,,-9.88E-05,-2.00E-02,,,,,-9.88E-05,8.00E-02
,,,-9.84E-05,-4.00E-02,,,,,-9.84E-05,8.00E-02
,,,-9.80E-05,-6.00E-02,,,,,-9.80E-05,8.00E-02
,,,-9.76E-05,-8.00E-02,,,,,-9.76E-05,8.00E-02
,,,-9.72E-05,-8.00E-02,,,,,-9.72E-05,8.00E-02
,,,-9.68E-05,-2.00E-02,,,,,-9.68E-05,8.00E-02
,,,-9.64E-05,-2.00E-02,,,,,-9.64E-05,0
,,,-9.60E-05,-4.00E-02,,,,,-9.60E-05,8.00E-02
,,,-9.56E-05,-2.00E-02,,,,,-9.56E-05,1.60E-01
,,,-9.52E-05,-4.00E-02,,,,,-9.52E-05,8.00E-02
,,,-9.48E-05,-4.00E-02,,,,,-9.48E-05,1.60E-01
,,,-9.44E-05,-2.00E-02,,,,,-9.44E-05,8.00E-02
,,,-9.40E-05,-2.00E-02,,,,,-9.40E-05,8.00E-02
,,,-9.36E-05,-4.00E-02,,,,,-9.36E-05,8.00E-02
,,,-9.32E-05,-2.00E-02,,,,,-9.32E-05,8.00E-02
,,,-9.28E-05,-4.00E-02,,,,,-9.28E-05,8.00E-02
,,,-9.24E-05,-4.00E-02,,,,,-9.24E-05,8.00E-02
,,,-9.20E-05,-4.00E-02,,,,,-9.20E-05,8.00E-02
,,,-9.16E-05,-2.00E-02,,,,,-9.16E-05,8.00E-02
,,,-9.12E-05,-6.00E-02,,,,,-9.12E-05,8.00E-02
,,,-9.08E-05,-4.00E-02,,,,,-9.08E-05,1.60E-01
,,,-9.04E-05,-2.00E-02,,,,,-9.04E-05,0
,,,-9.00E-05,-6.00E-02,,,,,-9.00E-05,0
,,,-8.96E-05,-6.00E-02,,,,,-8.96E-05,1.60E-01
,,,-8.92E-05,-6.00E-02,,,,,-8.92E-05,1.60E-01
,,,-8.88E-05,-6.00E-02,,,,,-8.88E-05,8.00E-02
,,,-8.84E-05,-4.00E-02,,,,,-8.84E-05,8.00E-02
,,,-8.80E-05,-4.00E-02,,,,,-8.80E-05,8.00E-02
,,,-8.76E-05,-4.00E-02,,,,,-8.76E-05,8.00E-02
,,,-8.72E-05,-4.00E-02,,,,,-8.72E-05,8.00E-02
,,,-8.68E-05,-2.00E-02,,,,,-8.68E-05,8.00E-02
,,,-8.64E-05,-4.00E-02,,,,,-8.64E-05,8.00E-02
,,,-8.60E-05,-2.00E-02,,,,,-8.60E-05,1.60E-01
,,,-8.56E-05,-2.00E-02,,,,,-8.56E-05,1.60E-01
,,,-8.52E-05,-4.00E-02,,,,,-8.52E-05,1.60E-01
,,,-8.48E-05,-4.00E-02,,,,,-8.48E-05,8.00E-02
,,,-8.44E-05,-4.00E-02,,,,,-8.44E-05,0
,,,-8.40E-05,-6.00E-02,,,,,-8.40E-05,8.00E-02
,,,-8.36E-05,-4.00E-02,,,,,-8.36E-05,1.60E-01
,,,-8.32E-05,-6.00E-02,,,,,-8.32E-05,8.00E-02
,,,-8.28E-05,-4.00E-02,,,,,-8.28E-05,0
,,,-8.24E-05,-2.00E-02,,,,,-8.24E-05,8.00E-02
,,,-8.20E-05,-2.00E-02,,,,,-8.20E-05,8.00E-02
,,,-8.16E-05,-2.00E-02,,,,,-8.16E-05,8.00E-02
,,,-8.12E-05,-6.00E-02,,,,,-8.12E-05,1.60E-01
,,,-8.08E-05,-4.00E-02,,,,,-8.08E-05,0
,,,-8.04E-05,-2.00E-02,,,,,-8.04E-05,1.60E-01
,,,-8.00E-05,-4.00E-02,,,,,-8.00E-05,8.00E-02
,,,-7.96E-05,-4.00E-02,,,,,-7.96E-05,1.60E-01
,,,-7.92E-05,-4.00E-02,,,,,-7.92E-05,1.60E-01
,,,-7.88E-05,-4.00E-02,,,,,-7.88E-05,8.00E-02
,,,-7.84E-05,-4.00E-02,,,,,-7.84E-05,8.00E-02
,,,-7.80E-05,-4.00E-02,,,,,-7.80E-05,8.00E-02
,,,-7.76E-05,-4.00E-02,,,,,-7.76E-05,1.60E-01
,,,-7.72E-05,-6.00E-02,,,,,-7.72E-05,1.60E-01
,,,-7.68E-05,-2.00E-02,,,,,-7.68E-05,8.00E-02
,,,-7.64E-05,-2.00E-02,,,,,-7.64E-05,8.00E-02
,,,-7.60E-05,-4.00E-02,,,,,-7.60E-05,1.60E-01
,,,-7.56E-05,-6.00E-02,,,,,-7.56E-05,1.60E-01
,,,-7.52E-05,-4.00E-02,,,,,-7.52E-05,8.00E-02
,,,-7.48E-05,-4.00E-02,,,,,-7.48E-05,1.60E-01
,,,-7.44E-05,-4.00E-02,,,,,-7.44E-05,0
,,,-7.40E-05,-2.00E-02,,,,,-7.40E-05,8.00E-02
,,,-7.36E-05,-4.00E-02,,,,,-7.36E-05,8.00E-02
,,,-7.32E-05,-2.00E-02,,,,,-7.32E-05,8.00E-02
,,,-7.28E-05,-4.00E-02,,,,,-7.28E-05,1.60E-01
,,,-7.24E-05,-4.00E-02,,,,,-7.24E-05,8.00E-02
,,,-7.20E-05,-4.00E-02,,,,,-7.20E-05,1.60E-01
,,,-7.16E-05,-6.00E-02,,,,,-7.16E-05,8.00E-02
,,,-7.12E-05,-2.00E-02,,,,,-7.12E-05,8.00E-02
,,,-7.08E-05,-4.00E-02,,,,,-7.08E-05,8.00E-02
,,,-7.04E-05,-4.00E-02,,,,,-7.04E-05,1.60E-01
,,,-7.00E-05,-2.00E-02,,,,,-7.00E-05,8.00E-02
,,,-6.96E-05,-2.00E-02,,,,,-6.96E-05,8.00E-02
,,,-6.92E-05,-4.00E-02,,,,,-6.92E-05,8.00E-02
,,,-6.88E-05,-6.00E-02,,,,,-6.88E-05,1.60E-01
,,,-6.84E-05,-4.00E-02,,,,,-6.84E-05,8.00E-02
,,,-6.80E-05,-6.00E-02,,,,,-6.80E-05,1.60E-01
,,,-6.76E-05,-4.00E-02,,,,,-6.76E-05,1.60E-01
,,,-6.72E-05,-4.00E-02,,,,,-6.72E-05,8.00E-02
,,,-6.68E-05,-4.00E-02,,,,,-6.68E-05,1.60E-01
,,,-6.64E-05,-4.00E-02,,,,,-6.64E-05,0
,,,-6.60E-05,-2.00E-02,,,,,-6.60E-05,8.00E-02
,,,-6.56E-05,-4.00E-02,,,,,-6.56E-05,1.60E-01
,,,-6.52E-05,-6.00E-02,,,,,-6.52E-05,8.00E-02
,,,-6.48E-05,-4.00E-02,,,,,-6.48E-05,8.00E-02
,,,-6.44E-05,-4.00E-02,,,,,-6.44E-05,1.60E-01
,,,-6.40E-05,-4.00E-02,,,,,-6.40E-05,8.00E-02
,,,-6.36E-05,-2.00E-02,,,,,-6.36E-05,0
,,,-6.32E-05,-4.00E-02,,,,,-6.32E-05,0
,,,-6.28E-05,-4.00E-02,,,,,-6.28E-05,1.60E-01
,,,-6.24E-05,-4.00E-02,,,,,-6.24E-05,8.00E-02
,,,-6.20E-05,-2.00E-02,,,,,-6.20E-05,1.60E-01
,,,-6.16E-05,-4.00E-02,,,,,-6.16E-05,1.60E-01
,,,-6.12E-05,-6.00E-02,,,,,-6.12E-05,8.00E-02
,,,-6.08E-05,-2.00E-02,,,,,-6.08E-05,8.00E-02
,,,-6.04E-05,-2.00E-02,,,,,-6.04E-05,1.60E-01
,,,-6.00E-05,-2.00E-02,,,,,-6.00E-05,1.60E-01
,,,-5.96E-05,-6.00E-02,,,,,-5.96E-05,8.00E-02
,,,-5.92E-05,-4.00E-02,,,,,-5.92E-05,8.00E-02
,,,-5.88E-05,-4.00E-02,,,,,-5.88E-05,8.00E-02
,,,-5.84E-05,-4.00E-02,,,,,-5.84E-05,8.00E-02
,,,-5.80E-05,-6.00E-02,,,,,-5.80E-05,8.00E-02
,,,-5.76E-05,-6.00E-02,,,,,-5.76E-05,8.00E-02
,,,-5.72E-05,-4.00E-02,,,,,-5.72E-05,8.00E-02
,,,-5.68E-05,-4.00E-02,,,,,-5.68E-05,8.00E-02
,,,-5.64E-05,-6.00E-02,,,,,-5.64E-05,8.00E-02
,,,-5.60E-05,-2.00E-02,,,,,-5.60E-05,0
,,,-5.56E-05,-4.00E-02,,,,,-5.56E-05,8.00E-02
,,,-5.52E-05,-2.00E-02,,,,,-5.52E-05,1.60E-01
,,,-5.48E-05,-4.00E-02,,,,,-5.48E-05,8.00E-02
,,,-5.44E-05,-2.00E-02,,,,,-5.44E-05,8.00E-02
,,,-5.40E-05,-2.00E-02,,,,,-5.40E-05,8.00E-02
,,,-5.36E-05,-4.00E-02,,,,,-5.36E-05,1.60E-01
,,,-5.32E-05,-2.00E-02,,,,,-5.32E-05,8.00E-02
,,,-5.28E-05,-2.00E-02,,,,,-5.28E-05,1.60E-01
,,,-5.24E-05,-6.00E-02,,,,,-5.24E-05,8.00E-02
,,,-5.20E-05,-4.00E-02,,,,,-5.20E-05,8.00E-02
,,,-5.16E-05,-6.00E-02,,,,,-5.16E-05,8.00E-02
,,,-5.12E-05,-4.00E-02,,,,,-5.12E-05,8.00E-02
,,,-5.08E-05,-4.00E-02,,,,,-5.08E-05,1.60E-01
,,,-5.04E-05,-4.00E-02,,,,,-5.04E-05,1.60E-01
,,,-5.00E-05,-4.00E-02,,,,,-5.00E-05,8.00E-02
,,,-4.96E-05,-6.00E-02,,,,,-4.96E-05,1.60E-01
,,,-4.92E-05,-2.00E-02,,,,,-4.92E-05,1.60E-01
,,,-4.88E-05,-6.00E-02,,,,,-4.88E-05,8.00E-02
,,,-4.84E-05,-4.00E-02,,,,,-4.84E-05,8.00E-02
,,,-4.80E-05,-4.00E-02,,,,,-4.80E-05,1.60E-01
,,,-4.76E-05,-4.00E-02,,,,,-4.76E-05,1.60E-01
,,,-4.72E-05,-2.00E-02,,,,,-4.72E-05,1.60E-01
,,,-4.68E-05,-4.00E-02,,,,,-4.68E-05,1.60E-01
,,,-4.64E-05,0,,,,,-4.64E-05,1.60E-01
,,,-4.60E-05,-4.00E-02,,,,,-4.60E-05,8.00E-02
,,,-4.56E-05,-2.00E-02,,,,,-4.56E-05,1.60E-01
,,,-4.52E-05,-4.00E-02,,,,,-4.52E-05,8.00E-02
,,,-4.48E-05,-4.00E-02,,,,,-4.48E-05,1.60E-01
,,,-4.44E-05,-2.00E-02,,,,,-4.44E-05,8.00E-02
,,,-4.40E-05,-4.00E-02,,,,,-4.40E-05,1.60E-01
,,,-4.36E-05,-4.00E-02,,,,,-4.36E-05,8.00E-02
,,,-4.32E-05,-2.00E-02,,,,,-4.32E-05,0
,,,-4.28E-05,-6.00E-02,,,,,-4.28E-05,8.00E-02
,,,-4.24E-05,-2.00E-02,,,,,-4.24E-05,8.00E-02
,,,-4.20E-05,-4.00E-02,,,,,-4.20E-05,1.60E-01
,,,-4.16E-05,-4.00E-02,,,,,-4.16E-05,8.00E-02
,,,-4.12E-05,-2.00E-02,,,,,-4.12E-05,1.60E-01
,,,-4.08E-05,-2.00E-02,,,,,-4.08E-05,1.60E-01
,,,-4.04E-05,-4.00E-02,,,,,-4.04E-05,1.60E-01
,,,-4.00E-05,-2.00E-02,,,,,-4.00E-05,0
,,,-3.96E-05,-4.00E-02,,,,,-3.96E-05,1.60E-01
,,,-3.92E-05,-4.00E-02,,,,,-3.92E-05,8.00E-02
,,,-3.88E-05,-6.00E-02,,,,,-3.88E-05,8.00E-02
,,,-3.84E-05,-4.00E-02,,,,,-3.84E-05,8.00E-02
,,,-3.80E-05,-4.00E-02,,,,,-3.80E-05,1.60E-01
,,,-3.76E-05,-4.00E-02,,,,,-3.76E-05,8.00E-02
,,,-3.72E-05,-2.00E-02,,,,,-3.72E-05,8.00E-02
,,,-3.68E-05,-6.00E-02,,,,,-3.68E-05,8.00E-02
,,,-3.64E-05,-6.00E-02,,,,,-3.64E-05,8.00E-02
,,,-3.60E-05,-4.00E-02,,,,,-3.60E-05,8.00E-02
,,,-3.56E-05,-4.00E-02,,,,,-3.56E-05,8.00E-02
,,,-3.52E-05,-4.00E-02,,,,,-3.52E-05,8.00E-02
,,,-3.48E-05,-4.00E-02,,,,,-3.48E-05,8.00E-02
,,,-3.44E-05,-4.00E-02,,,,,-3.44E-05,1.60E-01
,,,-3.40E-05,-2.00E-02,,,,,-3.40E-05,0
,,,-3.36E-05,-4.00E-02,,,,,-3.36E-05,8.00E-02
,,,-3.32E-05,-6.00E-02,,,,,-3.32E-05,1.60E-01
,,,-3.28E-05,-4.00E-02,,,,,-3.28E-05,1.60E-01
,,,-3.24E-05,-2.00E-02,,,,,-3.24E-05,1.60E-01
,,,-3.20E-05,-4.00E-02,,,,,-3.20E-05,8.00E-02
,,,-3.16E-05,-6.00E-02,,,,,-3.16E-05,8.00E-02
,,,-3.12E-05,-4.00E-02,,,,,-3.12E-05,1.60E-01
,,,-3.08E-05,-4.00E-02,,,,,-3.08E-05,8.00E-02
,,,-3.04E-05,-6.00E-02,,,,,-3.04E-05,8.00E-02
,,,-3.00E-05,0,,,,,-3.00E-05,8.00E-02
,,,-2.96E-05,-4.00E-02,,,,,-2.96E-05,1.60E-01
,,,-2.92E-05,-4.00E-02,,,,,-2.92E-05,1.60E-01
,,,-2.88E-05,-4.00E-02,,,,,-2.88E-05,8.00E-02
,,,-2.84E-05,-6.00E-02,,,,,-2.84E-05,8.00E-02
,,,-2.80E-05,-4.00E-02,,,,,-2.80E-05,8.00E-02
,,,-2.76E-05,-4.00E-02,,,,,-2.76E-05,8.00E-02
,,,-2.72E-05,-2.00E-02,,,,,-2.72E-05,0
,,,-2.68E-05,-4.00E-02,,,,,-2.68E-05,8.00E-02
,,,-2.64E-05,0,,,,,-2.64E-05,1.60E-01
,,,-2.60E-05,-6.00E-02,,,,,-2.60E-05,8.00E-02
,,,-2.56E-05,-6.00E-02,,,,,-2.56E-05,8.00E-02
,,,-2.52E-05,-4.00E-02,,,,,-2.52E-05,8.00E-02
,,,-2.48E-05,-4.00E-02,,,,,-2.48E-05,1.60E-01
,,,-2.44E-05,-2.00E-02,,,,,-2.44E-05,1.60E-01
,,,-2.40E-05,-4.00E-02,,,,,-2.40E-05,0
,,,-2.36E-05,-4.00E-02,,,,,-2.36E-05,8.00E-02
,,,-2.32E-05,-6.00E-02,,,,,-2.32E-05,8.00E-02
,,,-2.28E-05,-4.00E-02,,,,,-2.28E-05,1.60E-01
,,,-2.24E-05,-4.00E-02,,,,,-2.24E-05,8.00E-02
,,,-2.20E-05,-4.00E-02,,,,,-2.20E-05,1.60E-01
,,,-2.16E-05,-6.00E-02,,,,,-2.16E-05,8.00E-02
,,,-2.12E-05,-2.00E-02,,,,,-2.12E-05,8.00E-02
,,,-2.08E-05,-2.00E-02,,,,,-2.08E-05,0
,,,-2.04E-05,-4.00E-02,,,,,-2.04E-05,0
,,,-2.00E-05,-6.00E-02,,,,,-2.00E-05,8.00E-02
,,,-1.96E-05,-4.00E-02,,,,,-1.96E-05,1.60E-01
,,,-1.92E-05,-2.00E-02,,,,,-1.92E-05,0
,,,-1.88E-05,-2.00E-02,,,,,-1.88E-05,8.00E-02
,,,-1.84E-05,-6.00E-02,,,,,-1.84E-05,8.00E-02
,,,-1.80E-05,-6.00E-02,,,,,-1.80E-05,0
,,,-1.76E-05,-4.00E-02,,,,,-1.76E-05,8.00E-02
,,,-1.72E-05,-2.00E-02,,,,,-1.72E-05,1.60E-01
,,,-1.68E-05,-4.00E-02,,,,,-1.68E-05,8.00E-02
,,,-1.64E-05,-4.00E-02,,,,,-1.64E-05,8.00E-02
,,,-1.60E-05,-4.00E-02,,,,,-1.60E-05,8.00E-02
,,,-1.56E-05,-2.00E-02,,,,,-1.56E-05,1.60E-01
,,,-1.52E-05,-4.00E-02,,,,,-1.52E-05,1.60E-01
,,,-1.48E-05,-2.00E-02,,,,,-1.48E-05,1.60E-01
,,,-1.44E-05,-4.00E-02,,,,,-1.44E-05,0
,,,-1.40E-05,-2.00E-02,,,,,-1.40E-05,8.00E-02
,,,-1.36E-05,-4.00E-02,,,,,-1.36E-05,8.00E-02
,,,-1.32E-05,-4.00E-02,,,,,-1.32E-05,1.60E-01
,,,-1.28E-05,-2.00E-02,,,,,-1.28E-05,8.00E-02
,,,-1.24E-05,-4.00E-02,,,,,-1.24E-05,1.60E-01
,,,-1.20E-05,-2.00E-02,,,,,-1.20E-05,8.00E-02
,,,-1.16E-05,-2.00E-02,,,,,-1.16E-05,2.40E-01
,,,-1.12E-05,-4.00E-02,,,,,-1.12E-05,1.60E-01
,,,-1.08E-05,0,,,,,-1.08E-05,8.00E-02
,,,-1.04E-05,-4.00E-02,,,,,-1.04E-05,8.00E-02
,,,-1.00E-05,-2.00E-02,,,,,-1.00E-05,1.60E-01
,,,-9.60E-06,-6.00E-02,,,,,-9.60E-06,1.60E-01
,,,-9.20E-06,-2.00E-02,,,,,-9.20E-06,1.60E-01
,,,-8.80E-06,-4.00E-02,,,,,-8.80E-06,1.60E-01
,,,-8.40E-06,-4.00E-02,,,,,-8.40E-06,1.60E-01
,,,-8.00E-06,-4.00E-02,,,,,-8.00E-06,8.00E-02
