Record Length,2500,Points,time1,volt1,,Record Length,2500,Points,time2,volt2
,,,1.66E-04,-2.00E-02,,,,,1.66E-04,3.03999996
,,,1.66E-04,0,,,,,1.66E-04,2.96000004
,,,1.66E-04,-2.00E-02,,,,,1.66E-04,2.96000004
,,,1.67E-04,-4.00E-02,,,,,1.67E-04,3.03999996
,,,1.67E-04,-2.00E-02,,,,,1.67E-04,2.96000004
,,,1.68E-04,-2.00E-02,,,,,1.68E-04,2.96000004
,,,1.68E-04,0,,,,,1.68E-04,2.96000004
,,,1.68E-04,-2.00E-02,,,,,1.68E-04,3.03999996
,,,1.69E-04,0,,,,,1.69E-04,2.96000004
,,,1.69E-04,0,,,,,1.69E-04,3.03999996
,,,1.70E-04,0,,,,,1.70E-04,2.96000004
,,,1.70E-04,-6.00E-02,,,,,1.70E-04,2.96000004
,,,1.70E-04,0,,,,,1.70E-04,3.03999996
,,,1.71E-04,-2.00E-02,,,,,1.71E-04,3.03999996
,,,1.71E-04,-2.00E-02,,,,,1.71E-04,2.96000004
,,,1.72E-04,0,,,,,1.72E-04,2.96000004
,,,1.72E-04,2.00E-02,,,,,1.72E-04,3.03999996
,,,1.72E-04,-2.00E-02,,,,,1.72E-04,3.03999996
,,,1.73E-04,0,,,,,1.73E-04,2.96000004
,,,1.73E-04,-4.00E-02,,,,,1.73E-04,2.87999988
,,,1.74E-04,-4.00E-02,,,,,1.74E-04,2.96000004
,,,1.74E-04,-2.00E-02,,,,,1.74E-04,2.96000004
,,,1.74E-04,-2.00E-02,,,,,1.74E-04,2.96000004
,,,1.75E-04,-2.00E-02,,,,,1.75E-04,2.87999988
,,,1.75E-04,0,,,,,1.75E-04,2.96000004
,,,1.76E-04,2.00E-02,,,,,1.76E-04,2.87999988
,,,1.76E-04,0,,,,,1.76E-04,3.03999996
,,,1.76E-04,-2.00E-02,,,,,1.76E-04,2.96000004
,,,1.77E-04,-4.00E-02,,,,,1.77E-04,3.03999996
,,,1.77E-04,-2.00E-02,,,,,1.77E-04,2.96000004
,,,1.78E-04,-4.00E-02,,,,,1.78E-04,2.96000004
,,,1.78E-04,0,,,,,1.78E-04,2.87999988
,,,1.78E-04,-2.00E-02,,,,,1.78E-04,2.96000004
,,,1.79E-04,0,,,,,1.79E-04,2.87999988
,,,1.79E-04,-4.00E-02,,,,,1.79E-04,3.03999996
,,,1.80E-04,-2.00E-02,,,,,1.80E-04,2.87999988
,,,1.80E-04,-4.00E-02,,,,,1.80E-04,3.03999996
,,,1.80E-04,0,,,,,1.80E-04,2.87999988
,,,1.81E-04,-2.00E-02,,,,,1.81E-04,2.96000004
,,,1.81E-04,-2.00E-02,,,,,1.81E-04,2.96000004
,,,1.82E-04,-4.00E-02,,,,,1.82E-04,3.03999996
,,,1.82E-04,0,,,,,1.82E-04,2.96000004
,,,1.82E-04,-2.00E-02,,,,,1.82E-04,2.87999988
,,,1.83E-04,-2.00E-02,,,,,1.83E-04,2.96000004
,,,1.83E-04,-2.00E-02,,,,,1.83E-04,3.03999996
,,,1.84E-04,-2.00E-02,,,,,1.84E-04,2.96000004
,,,1.84E-04,0,,,,,1.84E-04,3.03999996
,,,1.84E-04,0,,,,,1.84E-04,2.96000004
,,,1.85E-04,0,,,,,1.85E-04,2.87999988
,,,1.85E-04,2.00E-02,,,,,1.85E-04,3.03999996
,,,1.86E-04,2.00E-02,,,,,1.86E-04,2.96000004
,,,1.86E-04,2.00E-02,,,,,1.86E-04,2.96000004
,,,1.86E-04,-4.00E-02,,,,,1.86E-04,2.96000004
,,,1.87E-04,0,,,,,1.87E-04,2.96000004
,,,1.87E-04,0,,,,,1.87E-04,2.87999988
,,,1.88E-04,-2.00E-02,,,,,1.88E-04,2.96000004
,,,1.88E-04,0,,,,,1.88E-04,2.87999988
,,,1.88E-04,0,,,,,1.88E-04,3.03999996
,,,1.89E-04,-4.00E-02,,,,,1.89E-04,2.96000004
,,,1.89E-04,0,,,,,1.89E-04,2.96000004
,,,1.90E-04,-2.00E-02,,,,,1.90E-04,2.87999988
,,,1.90E-04,-2.00E-02,,,,,1.90E-04,2.87999988
,,,1.90E-04,-2.00E-02,,,,,1.90E-04,2.96000004
,,,1.91E-04,0,,,,,1.91E-04,2.96000004
,,,1.91E-04,-2.00E-02,,,,,1.91E-04,3.03999996
,,,1.92E-04,0,,,,,1.92E-04,3.03999996
,,,1.92E-04,0,,,,,1.92E-04,2.87999988
,,,1.92E-04,0,,,,,1.92E-04,2.96000004
,,,1.93E-04,-2.00E-02,,,,,1.93E-04,2.87999988
,,,1.93E-04,0,,,,,1.93E-04,3.03999996
,,,1.94E-04,0,,,,,1.94E-04,2.87999988
,,,1.94E-04,0,,,,,1.94E-04,2.96000004
,,,1.94E-04,-2.00E-02,,,,,1.94E-04,2.96000004
,,,1.95E-04,0,,,,,1.95E-04,2.96000004
,,,1.95E-04,-2.00E-02,,,,,1.95E-04,2.96000004
,,,1.96E-04,-2.00E-02,,,,,1.96E-04,2.96000004
,,,1.96E-04,0,,,,,1.96E-04,2.96000004
,,,1.96E-04,-2.00E-02,,,,,1.96E-04,2.96000004
,,,1.97E-04,0,,,,,1.97E-04,2.87999988
,,,1.97E-04,-2.00E-02,,,,,1.97E-04,2.87999988
,,,1.98E-04,-2.00E-02,,,,,1.98E-04,2.87999988
,,,1.98E-04,-2.00E-02,,,,,1.98E-04,2.87999988
,,,1.98E-04,-2.00E-02,,,,,1.98E-04,2.96000004
,,,1.99E-04,0,,,,,1.99E-04,2.96000004
,,,1.99E-04,-4.00E-02,,,,,1.99E-04,2.87999988
,,,2.00E-04,0,,,,,2.00E-04,2.87999988
,,,2.00E-04,0,,,,,2.00E-04,2.96000004
,,,2.00E-04,0,,,,,2.00E-04,2.96000004
,,,2.01E-04,0,,,,,2.01E-04,2.96000004
,,,2.01E-04,0,,,,,2.01E-04,2.96000004
,,,2.02E-04,0,,,,,2.02E-04,2.96000004
,,,2.02E-04,0,,,,,2.02E-04,2.96000004
,,,2.02E-04,-4.00E-02,,,,,2.02E-04,2.87999988
,,,2.03E-04,-4.00E-02,,,,,2.03E-04,2.96000004
,,,2.03E-04,0,,,,,2.03E-04,2.96000004
,,,2.04E-04,0,,,,,2.04E-04,2.87999988
,,,2.04E-04,-2.00E-02,,,,,2.04E-04,2.96000004
,,,2.04E-04,-2.00E-02,,,,,2.04E-04,3.03999996
,,,2.05E-04,-2.00E-02,,,,,2.05E-04,2.87999988
,,,2.05E-04,0,,,,,2.05E-04,3.03999996
,,,2.06E-04,2.00E-02,,,,,2.06E-04,3.03999996
,,,2.06E-04,0,,,,,2.06E-04,2.96000004
,,,2.06E-04,-2.00E-02,,,,,2.06E-04,2.96000004
,,,2.07E-04,0,,,,,2.07E-04,3.03999996
,,,2.07E-04,-2.00E-02,,,,,2.07E-04,2.96000004
,,,2.08E-04,0,,,,,2.08E-04,2.87999988
,,,2.08E-04,0,,,,,2.08E-04,2.96000004
,,,2.08E-04,-2.00E-02,,,,,2.08E-04,2.87999988
,,,2.09E-04,0,,,,,2.09E-04,2.96000004
,,,2.09E-04,0,,,,,2.09E-04,2.87999988
,,,2.10E-04,-6.00E-02,,,,,2.10E-04,2.87999988
,,,2.10E-04,-2.00E-02,,,,,2.10E-04,2.96000004
,,,2.10E-04,0,,,,,2.10E-04,3.03999996
,,,2.11E-04,-2.00E-02,,,,,2.11E-04,3.03999996
,,,2.11E-04,-2.00E-02,,,,,2.11E-04,3.03999996
,,,2.12E-04,0,,,,,2.12E-04,2.96000004
,,,2.12E-04,-2.00E-02,,,,,2.12E-04,2.96000004
,,,2.12E-04,0,,,,,2.12E-04,2.87999988
,,,2.13E-04,-2.00E-02,,,,,2.13E-04,2.96000004
,,,2.13E-04,0,,,,,2.13E-04,3.03999996
,,,2.14E-04,0,,,,,2.14E-04,2.87999988
,,,2.14E-04,-2.00E-02,,,,,2.14E-04,2.96000004
,,,2.14E-04,0,,,,,2.14E-04,2.87999988
,,,2.15E-04,0,,,,,2.15E-04,2.87999988
,,,2.15E-04,-2.00E-02,,,,,2.15E-04,2.87999988
,,,2.16E-04,-2.00E-02,,,,,2.16E-04,3.03999996
,,,2.16E-04,0,,,,,2.16E-04,3.03999996
,,,2.16E-04,-4.00E-02,,,,,2.16E-04,3.03999996
,,,2.17E-04,0,,,,,2.17E-04,2.96000004
,,,2.17E-04,-2.00E-02,,,,,2.17E-04,2.96000004
,,,2.18E-04,0,,,,,2.18E-04,2.87999988
,,,2.18E-04,-4.00E-02,,,,,2.18E-04,2.96000004
,,,2.18E-04,0,,,,,2.18E-04,2.96000004
,,,2.19E-04,-4.00E-02,,,,,2.19E-04,3.03999996
,,,2.19E-04,0,,,,,2.19E-04,2.87999988
,,,2.20E-04,-2.00E-02,,,,,2.20E-04,2.87999988
,,,2.20E-04,2.00E-02,,,,,2.20E-04,3.03999996
,,,2.20E-04,0,,,,,2.20E-04,2.96000004
,,,2.21E-04,0,,,,,2.21E-04,2.96000004
,,,2.21E-04,-2.00E-02,,,,,2.21E-04,2.96000004
,,,2.22E-04,0,,,,,2.22E-04,3.03999996
,,,2.22E-04,2.00E-02,,,,,2.22E-04,2.87999988
,,,2.22E-04,-2.00E-02,,,,,2.22E-04,2.96000004
,,,2.23E-04,-6.00E-02,,,,,2.23E-04,3.03999996
,,,2.23E-04,-4.00E-02,,,,,2.23E-04,2.96000004
,,,2.24E-04,0,,,,,2.24E-04,3.03999996
,,,2.24E-04,-2.00E-02,,,,,2.24E-04,2.96000004
,,,2.24E-04,-4.00E-02,,,,,2.24E-04,2.96000004
,,,2.25E-04,4.00E-02,,,,,2.25E-04,3.03999996
,,,2.25E-04,0,,,,,2.25E-04,2.96000004
,,,2.26E-04,-2.00E-02,,,,,2.26E-04,3.03999996
,,,2.26E-04,-4.00E-02,,,,,2.26E-04,2.96000004
,,,2.26E-04,2.00E-02,,,,,2.26E-04,2.96000004
,,,2.27E-04,2.00E-02,,,,,2.27E-04,2.87999988
,,,2.27E-04,-4.00E-02,,,,,2.27E-04,3.03999996
,,,2.28E-04,0,,,,,2.28E-04,2.87999988
,,,2.28E-04,0,,,,,2.28E-04,2.96000004
,,,2.28E-04,-2.00E-02,,,,,2.28E-04,2.87999988
,,,2.29E-04,2.00E-02,,,,,2.29E-04,2.96000004
,,,2.29E-04,0,,,,,2.29E-04,2.96000004
,,,2.30E-04,2.00E-02,,,,,2.30E-04,3.03999996
,,,2.30E-04,2.00E-02,,,,,2.30E-04,2.96000004
,,,2.30E-04,0,,,,,2.30E-04,2.96000004
,,,2.31E-04,2.00E-02,,,,,2.31E-04,2.96000004
,,,2.31E-04,0,,,,,2.31E-04,3.03999996
,,,2.32E-04,2.00E-02,,,,,2.32E-04,3.03999996
,,,2.32E-04,4.00E-02,,,,,2.32E-04,2.87999988
,,,2.32E-04,0,,,,,2.32E-04,2.96000004
,,,2.33E-04,0,,,,,2.33E-04,3.03999996
,,,2.33E-04,4.00E-02,,,,,2.33E-04,2.96000004
,,,2.34E-04,2.00E-02,,,,,2.34E-04,2.96000004
,,,2.34E-04,2.00E-02,,,,,2.34E-04,2.96000004
,,,2.34E-04,2.00E-02,,,,,2.34E-04,2.96000004
,,,2.35E-04,4.00E-02,,,,,2.35E-04,2.96000004
,,,2.35E-04,2.00E-02,,,,,2.35E-04,2.96000004
,,,2.36E-04,6.00E-02,,,,,2.36E-04,3.03999996
,,,2.36E-04,2.00E-02,,,,,2.36E-04,3.03999996
,,,2.36E-04,2.00E-02,,,,,2.36E-04,2.96000004
,,,2.37E-04,2.00E-02,,,,,2.37E-04,2.96000004
,,,2.37E-04,0,,,,,2.37E-04,2.96000004
,,,2.38E-04,2.00E-02,,,,,2.38E-04,2.87999988
,,,2.38E-04,2.00E-02,,,,,2.38E-04,2.96000004
,,,2.38E-04,4.00E-02,,,,,2.38E-04,2.87999988
,,,2.39E-04,4.00E-02,,,,,2.39E-04,2.96000004
,,,2.39E-04,4.00E-02,,,,,2.39E-04,2.96000004
,,,2.40E-04,6.00E-02,,,,,2.40E-04,2.96000004
,,,2.40E-04,4.00E-02,,,,,2.40E-04,3.03999996
,,,2.40E-04,4.00E-02,,,,,2.40E-04,3.03999996
,,,2.41E-04,4.00E-02,,,,,2.41E-04,2.96000004
,,,2.41E-04,2.00E-02,,,,,2.41E-04,3.03999996
,,,2.42E-04,6.00E-02,,,,,2.42E-04,2.96000004
,,,2.42E-04,2.00E-02,,,,,2.42E-04,2.87999988
,,,2.42E-04,4.00E-02,,,,,2.42E-04,2.96000004
,,,2.43E-04,8.00E-02,,,,,2.43E-04,3.03999996
,,,2.43E-04,8.00E-02,,,,,2.43E-04,2.87999988
,,,2.44E-04,6.00E-02,,,,,2.44E-04,2.96000004
,,,2.44E-04,6.00E-02,,,,,2.44E-04,2.87999988
,,,2.44E-04,8.00E-02,,,,,2.44E-04,2.96000004
,,,2.45E-04,1.00E-01,,,,,2.45E-04,2.96000004
,,,2.45E-04,8.00E-02,,,,,2.45E-04,3.03999996
,,,2.46E-04,6.00E-02,,,,,2.46E-04,2.96000004
,,,2.46E-04,6.00E-02,,,,,2.46E-04,2.96000004
,,,2.46E-04,8.00E-02,,,,,2.46E-04,3.03999996
,,,2.47E-04,8.00E-02,,,,,2.47E-04,2.96000004
,,,2.47E-04,8.00E-02,,,,,2.47E-04,2.96000004
,,,2.48E-04,8.00E-02,,,,,2.48E-04,3.03999996
,,,2.48E-04,6.00E-02,,,,,2.48E-04,2.96000004
,,,2.48E-04,1.00E-01,,,,,2.48E-04,2.96000004
,,,2.49E-04,8.00E-02,,,,,2.49E-04,2.96000004
,,,2.49E-04,4.00E-02,,,,,2.49E-04,2.87999988
,,,2.50E-04,8.00E-02,,,,,2.50E-04,2.96000004
,,,2.50E-04,8.00E-02,,,,,2.50E-04,2.96000004
,,,2.50E-04,8.00E-02,,,,,2.50E-04,2.87999988
,,,2.51E-04,1.20E-01,,,,,2.51E-04,2.96000004
,,,2.51E-04,1.20E-01,,,,,2.51E-04,3.03999996
,,,2.52E-04,1.00E-01,,,,,2.52E-04,3.03999996
,,,2.52E-04,1.20E-01,,,,,2.52E-04,2.87999988
,,,2.52E-04,6.00E-02,,,,,2.52E-04,2.96000004
,,,2.53E-04,8.00E-02,,,,,2.53E-04,3.03999996
,,,2.53E-04,1.00E-01,,,,,2.53E-04,2.87999988
,,,2.54E-04,8.00E-02,,,,,2.54E-04,2.96000004
,,,2.54E-04,1.00E-01,,,,,2.54E-04,2.87999988
,,,2.54E-04,1.20E-01,,,,,2.54E-04,3.03999996
,,,2.55E-04,1.00E-01,,,,,2.55E-04,3.03999996
,,,2.55E-04,1.00E-01,,,,,2.55E-04,2.96000004
,,,2.56E-04,1.40E-01,,,,,2.56E-04,2.96000004
,,,2.56E-04,1.20E-01,,,,,2.56E-04,2.96000004
,,,2.56E-04,1.20E-01,,,,,2.56E-04,2.96000004
,,,2.57E-04,1.20E-01,,,,,2.57E-04,3.03999996
,,,2.57E-04,1.40E-01,,,,,2.57E-04,2.87999988
,,,2.58E-04,1.20E-01,,,,,2.58E-04,2.96000004
,,,2.58E-04,1.60E-01,,,,,2.58E-04,2.87999988
,,,2.58E-04,1.20E-01,,,,,2.58E-04,3.03999996
,,,2.59E-04,1.40E-01,,,,,2.59E-04,2.96000004
,,,2.59E-04,1.20E-01,,,,,2.59E-04,2.96000004
,,,2.60E-04,1.60E-01,,,,,2.60E-04,2.96000004
,,,2.60E-04,1.60E-01,,,,,2.60E-04,3.03999996
,,,2.60E-04,1.60E-01,,,,,2.60E-04,2.96000004
,,,2.61E-04,1.00E-01,,,,,2.61E-04,3.03999996
,,,2.61E-04,1.80E-01,,,,,2.61E-04,3.03999996
,,,2.62E-04,1.80E-01,,,,,2.62E-04,2.96000004
,,,2.62E-04,1.40E-01,,,,,2.62E-04,2.87999988
,,,2.62E-04,1.60E-01,,,,,2.62E-04,2.87999988
,,,2.63E-04,1.40E-01,,,,,2.63E-04,3.03999996
,,,2.63E-04,1.80E-01,,,,,2.63E-04,2.96000004
,,,2.64E-04,1.80E-01,,,,,2.64E-04,2.96000004
,,,2.64E-04,1.60E-01,,,,,2.64E-04,2.96000004
,,,2.64E-04,2.20E-01,,,,,2.64E-04,2.87999988
,,,2.65E-04,2.00E-01,,,,,2.65E-04,2.96000004
,,,2.65E-04,2.20E-01,,,,,2.65E-04,3.03999996
,,,2.66E-04,1.80E-01,,,,,2.66E-04,2.96000004
,,,2.66E-04,2.20E-01,,,,,2.66E-04,2.96000004
,,,2.66E-04,2.40E-01,,,,,2.66E-04,2.96000004
,,,2.67E-04,2.00E-01,,,,,2.67E-04,2.96000004
,,,2.67E-04,2.20E-01,,,,,2.67E-04,2.87999988
,,,2.68E-04,2.20E-01,,,,,2.68E-04,3.03999996
,,,2.68E-04,2.00E-01,,,,,2.68E-04,3.03999996
,,,2.68E-04,2.20E-01,,,,,2.68E-04,2.96000004
,,,2.69E-04,2.20E-01,,,,,2.69E-04,2.87999988
,,,2.69E-04,2.20E-01,,,,,2.69E-04,3.03999996
,,,2.70E-04,2.40E-01,,,,,2.70E-04,2.96000004
,,,2.70E-04,2.40E-01,,,,,2.70E-04,2.96000004
,,,2.70E-04,2.40E-01,,,,,2.70E-04,2.96000004
,,,2.71E-04,2.20E-01,,,,,2.71E-04,3.03999996
,,,2.71E-04,2.40E-01,,,,,2.71E-04,2.96000004
,,,2.72E-04,2.40E-01,,,,,2.72E-04,3.03999996
,,,2.72E-04,2.60E-01,,,,,2.72E-04,2.87999988
,,,2.72E-04,2.20E-01,,,,,2.72E-04,3.03999996
,,,2.73E-04,2.40E-01,,,,,2.73E-04,2.96000004
,,,2.73E-04,2.60E-01,,,,,2.73E-04,2.96000004
,,,2.74E-04,2.60E-01,,,,,2.74E-04,3.03999996
,,,2.74E-04,2.80E-01,,,,,2.74E-04,2.96000004
,,,2.74E-04,3.00E-01,,,,,2.74E-04,2.96000004
,,,2.75E-04,2.60E-01,,,,,2.75E-04,2.96000004
,,,2.75E-04,2.80E-01,,,,,2.75E-04,2.87999988
,,,2.76E-04,2.60E-01,,,,,2.76E-04,3.03999996
,,,2.76E-04,3.20E-01,,,,,2.76E-04,3.03999996
,,,2.76E-04,3.00E-01,,,,,2.76E-04,2.96000004
,,,2.77E-04,2.80E-01,,,,,2.77E-04,3.03999996
,,,2.77E-04,2.80E-01,,,,,2.77E-04,2.87999988
,,,2.78E-04,3.00E-01,,,,,2.78E-04,3.03999996
,,,2.78E-04,3.00E-01,,,,,2.78E-04,2.87999988
,,,2.78E-04,3.00E-01,,,,,2.78E-04,2.87999988
,,,2.79E-04,3.00E-01,,,,,2.79E-04,2.96000004
,,,2.79E-04,3.20E-01,,,,,2.79E-04,3.03999996
,,,2.80E-04,3.20E-01,,,,,2.80E-04,2.96000004
,,,2.80E-04,3.60E-01,,,,,2.80E-04,2.96000004
,,,2.80E-04,3.20E-01,,,,,2.80E-04,2.96000004
,,,2.81E-04,3.20E-01,,,,,2.81E-04,2.96000004
,,,2.81E-04,3.20E-01,,,,,2.81E-04,3.03999996
,,,2.82E-04,3.20E-01,,,,,2.82E-04,2.96000004
,,,2.82E-04,3.60E-01,,,,,2.82E-04,2.87999988
,,,2.82E-04,3.40E-01,,,,,2.82E-04,2.96000004
,,,2.83E-04,3.40E-01,,,,,2.83E-04,2.96000004
,,,2.83E-04,3.60E-01,,,,,2.83E-04,2.96000004
,,,2.84E-04,3.60E-01,,,,,2.84E-04,2.87999988
,,,2.84E-04,3.60E-01,,,,,2.84E-04,3.03999996
,,,2.84E-04,4.00E-01,,,,,2.84E-04,3.03999996
,,,2.85E-04,4.00E-01,,,,,2.85E-04,3.03999996
,,,2.85E-04,3.60E-01,,,,,2.85E-04,2.96000004
,,,2.86E-04,3.60E-01,,,,,2.86E-04,2.96000004
,,,2.86E-04,4.00E-01,,,,,2.86E-04,2.96000004
,,,2.86E-04,3.80E-01,,,,,2.86E-04,3.03999996
,,,2.87E-04,4.20E-01,,,,,2.87E-04,2.87999988
,,,2.87E-04,4.00E-01,,,,,2.87E-04,2.96000004
,,,2.88E-04,4.00E-01,,,,,2.88E-04,2.96000004
,,,2.88E-04,4.00E-01,,,,,2.88E-04,3.03999996
,,,2.88E-04,4.40E-01,,,,,2.88E-04,2.87999988
,,,2.89E-04,3.80E-01,,,,,2.89E-04,2.96000004
,,,2.89E-04,4.40E-01,,,,,2.89E-04,3.03999996
,,,2.90E-04,4.40E-01,,,,,2.90E-04,2.96000004
,,,2.90E-04,4.20E-01,,,,,2.90E-04,2.96000004
,,,2.90E-04,4.60E-01,,,,,2.90E-04,3.03999996
,,,2.91E-04,4.40E-01,,,,,2.91E-04,2.96000004
,,,2.91E-04,4.00E-01,,,,,2.91E-04,3.03999996
,,,2.92E-04,4.40E-01,,,,,2.92E-04,2.87999988
,,,2.92E-04,4.20E-01,,,,,2.92E-04,2.79999995
,,,2.92E-04,4.40E-01,,,,,2.92E-04,2.96000004
,,,2.93E-04,4.40E-01,,,,,2.93E-04,2.96000004
,,,2.93E-04,4.60E-01,,,,,2.93E-04,2.96000004
,,,2.94E-04,4.60E-01,,,,,2.94E-04,2.96000004
,,,2.94E-04,5.00E-01,,,,,2.94E-04,2.96000004
,,,2.94E-04,4.80E-01,,,,,2.94E-04,2.87999988
,,,2.95E-04,4.80E-01,,,,,2.95E-04,3.03999996
,,,2.95E-04,4.80E-01,,,,,2.95E-04,2.96000004
,,,2.96E-04,4.80E-01,,,,,2.96E-04,3.03999996
,,,2.96E-04,5.00E-01,,,,,2.96E-04,2.96000004
,,,2.96E-04,5.00E-01,,,,,2.96E-04,2.96000004
,,,2.97E-04,5.20E-01,,,,,2.97E-04,2.96000004
,,,2.97E-04,5.00E-01,,,,,2.97E-04,3.03999996
,,,2.98E-04,5.00E-01,,,,,2.98E-04,2.87999988
,,,2.98E-04,5.20E-01,,,,,2.98E-04,2.96000004
,,,2.98E-04,5.40E-01,,,,,2.98E-04,2.87999988
,,,2.99E-04,5.20E-01,,,,,2.99E-04,2.96000004
,,,2.99E-04,5.40E-01,,,,,2.99E-04,2.87999988
,,,3.00E-04,5.40E-01,,,,,3.00E-04,3.03999996
,,,3.00E-04,5.60E-01,,,,,3.00E-04,3.03999996
,,,3.00E-04,5.20E-01,,,,,3.00E-04,2.96000004
,,,3.01E-04,5.60E-01,,,,,3.01E-04,2.96000004
,,,3.01E-04,5.80E-01,,,,,3.01E-04,2.87999988
,,,3.02E-04,5.40E-01,,,,,3.02E-04,2.87999988
,,,3.02E-04,5.60E-01,,,,,3.02E-04,2.87999988
,,,3.02E-04,5.40E-01,,,,,3.02E-04,2.96000004
,,,3.03E-04,5.80E-01,,,,,3.03E-04,2.96000004
,,,3.03E-04,5.80E-01,,,,,3.03E-04,3.03999996
,,,3.04E-04,5.80E-01,,,,,3.04E-04,2.87999988
,,,3.04E-04,6.20E-01,,,,,3.04E-04,2.96000004
,,,3.04E-04,6.00E-01,,,,,3.04E-04,2.96000004
,,,3.05E-04,6.20E-01,,,,,3.05E-04,2.96000004
,,,3.05E-04,6.00E-01,,,,,3.05E-04,3.03999996
,,,3.06E-04,6.20E-01,,,,,3.06E-04,2.96000004
,,,3.06E-04,6.20E-01,,,,,3.06E-04,2.96000004
,,,3.06E-04,6.20E-01,,,,,3.06E-04,2.87999988
,,,3.07E-04,6.60E-01,,,,,3.07E-04,3.03999996
,,,3.07E-04,6.40E-01,,,,,3.07E-04,3.03999996
,,,3.08E-04,6.20E-01,,,,,3.08E-04,2.96000004
,,,3.08E-04,6.60E-01,,,,,3.08E-04,2.96000004
,,,3.08E-04,6.60E-01,,,,,3.08E-04,2.96000004
,,,3.09E-04,6.80E-01,,,,,3.09E-04,3.03999996
,,,3.09E-04,6.80E-01,,,,,3.09E-04,2.96000004
,,,3.10E-04,6.80E-01,,,,,3.10E-04,2.96000004
,,,3.10E-04,6.80E-01,,,,,3.10E-04,2.96000004
,,,3.10E-04,6.80E-01,,,,,3.10E-04,3.03999996
,,,3.11E-04,7.00E-01,,,,,3.11E-04,2.96000004
,,,3.11E-04,7.00E-01,,,,,3.11E-04,3.03999996
,,,3.12E-04,7.20E-01,,,,,3.12E-04,2.87999988
,,,3.12E-04,7.00E-01,,,,,3.12E-04,2.96000004
,,,3.12E-04,7.00E-01,,,,,3.12E-04,3.03999996
,,,3.13E-04,7.20E-01,,,,,3.13E-04,2.87999988
,,,3.13E-04,7.00E-01,,,,,3.13E-04,3.03999996
,,,3.14E-04,7.60E-01,,,,,3.14E-04,2.96000004
,,,3.14E-04,7.40E-01,,,,,3.14E-04,3.03999996
,,,3.14E-04,7.80E-01,,,,,3.14E-04,2.96000004
,,,3.15E-04,7.60E-01,,,,,3.15E-04,3.03999996
,,,3.15E-04,7.60E-01,,,,,3.15E-04,2.96000004
,,,3.16E-04,7.60E-01,,,,,3.16E-04,2.96000004
,,,3.16E-04,7.60E-01,,,,,3.16E-04,3.03999996
,,,3.16E-04,8.00E-01,,,,,3.16E-04,2.96000004
,,,3.17E-04,7.80E-01,,,,,3.17E-04,2.96000004
,,,3.17E-04,8.00E-01,,,,,3.17E-04,2.96000004
,,,3.18E-04,8.20E-01,,,,,3.18E-04,2.96000004
,,,3.18E-04,8.20E-01,,,,,3.18E-04,2.96000004
,,,3.18E-04,8.20E-01,,,,,3.18E-04,3.03999996
,,,3.19E-04,8.20E-01,,,,,3.19E-04,3.03999996
,,,3.19E-04,8.20E-01,,,,,3.19E-04,2.96000004
,,,3.20E-04,8.20E-01,,,,,3.20E-04,3.03999996
,,,3.20E-04,8.40E-01,,,,,3.20E-04,2.96000004
,,,3.20E-04,8.40E-01,,,,,3.20E-04,3.03999996
,,,3.21E-04,8.40E-01,,,,,3.21E-04,3.03999996
,,,3.21E-04,8.20E-01,,,,,3.21E-04,2.96000004
,,,3.22E-04,8.40E-01,,,,,3.22E-04,2.96000004
,,,3.22E-04,8.60E-01,,,,,3.22E-04,3.03999996
,,,3.22E-04,8.80E-01,,,,,3.22E-04,2.96000004
,,,3.23E-04,9.00E-01,,,,,3.23E-04,2.96000004
,,,3.23E-04,8.80E-01,,,,,3.23E-04,3.03999996
,,,3.24E-04,8.80E-01,,,,,3.24E-04,2.96000004
,,,3.24E-04,9.00E-01,,,,,3.24E-04,2.96000004
,,,3.24E-04,9.00E-01,,,,,3.24E-04,2.96000004
,,,3.25E-04,9.00E-01,,,,,3.25E-04,2.96000004
,,,3.25E-04,9.00E-01,,,,,3.25E-04,2.96000004
,,,3.26E-04,9.20E-01,,,,,3.26E-04,2.96000004
,,,3.26E-04,9.00E-01,,,,,3.26E-04,2.96000004
,,,3.26E-04,9.40E-01,,,,,3.26E-04,2.87999988
,,,3.27E-04,9.40E-01,,,,,3.27E-04,2.87999988
,,,3.27E-04,9.40E-01,,,,,3.27E-04,3.03999996
,,,3.28E-04,9.40E-01,,,,,3.28E-04,3.03999996
,,,3.28E-04,9.60E-01,,,,,3.28E-04,2.96000004
,,,3.28E-04,9.20E-01,,,,,3.28E-04,2.96000004
,,,3.29E-04,9.80E-01,,,,,3.29E-04,3.03999996
,,,3.29E-04,9.80E-01,,,,,3.29E-04,2.96000004
,,,3.30E-04,9.60E-01,,,,,3.30E-04,2.96000004
,,,3.30E-04,1,,,,,3.30E-04,2.96000004
,,,3.30E-04,1,,,,,3.30E-04,3.03999996
,,,3.31E-04,1,,,,,3.31E-04,3.03999996
,,,3.31E-04,1,,,,,3.31E-04,2.87999988
,,,3.32E-04,9.80E-01,,,,,3.32E-04,2.96000004
,,,3.32E-04,1.04,,,,,3.32E-04,3.03999996
,,,3.32E-04,1.02,,,,,3.32E-04,2.96000004
,,,3.33E-04,1,,,,,3.33E-04,3.03999996
,,,3.33E-04,1.04,,,,,3.33E-04,2.96000004
