Record Length,2500,Points,time1,volt1,,Record Length,2500,Points,time2,volt2
,,,3.34E-04,1.04,,,,,3.34E-04,2.96000004
,,,3.34E-04,1.0799999,,,,,3.34E-04,2.96000004
,,,3.34E-04,1.0599999,,,,,3.34E-04,3.03999996
,,,3.35E-04,1.0599999,,,,,3.35E-04,2.96000004
,,,3.35E-04,1.04,,,,,3.35E-04,3.03999996
,,,3.36E-04,1.1,,,,,3.36E-04,2.96000004
,,,3.36E-04,1.0799999,,,,,3.36E-04,2.96000004
,,,3.36E-04,1.1,,,,,3.36E-04,2.96000004
,,,3.37E-04,1.1,,,,,3.37E-04,2.96000004
,,,3.37E-04,1.1,,,,,3.37E-04,2.96000004
,,,3.38E-04,1.1,,,,,3.38E-04,2.96000004
,,,3.38E-04,1.12,,,,,3.38E-04,2.87999988
,,,3.38E-04,1.16,,,,,3.38E-04,2.96000004
,,,3.39E-04,1.14,,,,,3.39E-04,2.96000004
,,,3.39E-04,1.1799999,,,,,3.39E-04,2.96000004
,,,3.40E-04,1.14,,,,,3.40E-04,2.96000004
,,,3.40E-04,1.16,,,,,3.40E-04,3.03999996
,,,3.40E-04,1.16,,,,,3.40E-04,2.96000004
,,,3.41E-04,1.1999999,,,,,3.41E-04,2.87999988
,,,3.41E-04,1.1799999,,,,,3.41E-04,2.96000004
,,,3.42E-04,1.16,,,,,3.42E-04,2.96000004
,,,3.42E-04,1.16,,,,,3.42E-04,3.03999996
,,,3.42E-04,1.1999999,,,,,3.42E-04,2.96000004
,,,3.43E-04,1.22,,,,,3.43E-04,2.96000004
,,,3.43E-04,1.1999999,,,,,3.43E-04,2.96000004
,,,3.44E-04,1.22,,,,,3.44E-04,2.87999988
,,,3.44E-04,1.24,,,,,3.44E-04,2.96000004
,,,3.44E-04,1.24,,,,,3.44E-04,2.96000004
,,,3.45E-04,1.22,,,,,3.45E-04,3.03999996
,,,3.45E-04,1.24,,,,,3.45E-04,2.96000004
,,,3.46E-04,1.28,,,,,3.46E-04,3.03999996
,,,3.46E-04,1.24,,,,,3.46E-04,2.96000004
,,,3.46E-04,1.3,,,,,3.46E-04,2.96000004
,,,3.47E-04,1.3,,,,,3.47E-04,2.96000004
,,,3.47E-04,1.28,,,,,3.47E-04,3.03999996
,,,3.48E-04,1.3,,,,,3.48E-04,2.96000004
,,,3.48E-04,1.3,,,,,3.48E-04,2.96000004
,,,3.48E-04,1.3399999,,,,,3.48E-04,2.96000004
,,,3.49E-04,1.3399999,,,,,3.49E-04,2.87999988
,,,3.49E-04,1.3199999,,,,,3.49E-04,2.96000004
,,,3.50E-04,1.3199999,,,,,3.50E-04,2.96000004
,,,3.50E-04,1.3399999,,,,,3.50E-04,3.03999996
,,,3.50E-04,1.3399999,,,,,3.50E-04,2.96000004
,,,3.51E-04,1.38,,,,,3.51E-04,2.96000004
,,,3.51E-04,1.36,,,,,3.51E-04,2.96000004
,,,3.52E-04,1.36,,,,,3.52E-04,3.03999996
,,,3.52E-04,1.38,,,,,3.52E-04,2.96000004
,,,3.52E-04,1.4,,,,,3.52E-04,2.96000004
,,,3.53E-04,1.38,,,,,3.53E-04,2.96000004
,,,3.53E-04,1.42,,,,,3.53E-04,2.96000004
,,,3.54E-04,1.4,,,,,3.54E-04,2.96000004
,,,3.54E-04,1.42,,,,,3.54E-04,2.87999988
,,,3.54E-04,1.42,,,,,3.54E-04,2.96000004
,,,3.55E-04,1.4599999,,,,,3.55E-04,2.96000004
,,,3.55E-04,1.42,,,,,3.55E-04,3.03999996
,,,3.56E-04,1.4599999,,,,,3.56E-04,2.96000004
,,,3.56E-04,1.42,,,,,3.56E-04,2.96000004
,,,3.56E-04,1.48,,,,,3.56E-04,2.87999988
,,,3.57E-04,1.4599999,,,,,3.57E-04,2.96000004
,,,3.57E-04,1.5,,,,,3.57E-04,2.87999988
,,,3.58E-04,1.48,,,,,3.58E-04,2.96000004
,,,3.58E-04,1.5,,,,,3.58E-04,2.96000004
,,,3.58E-04,1.5,,,,,3.58E-04,2.96000004
,,,3.59E-04,1.52,,,,,3.59E-04,2.96000004
,,,3.59E-04,1.52,,,,,3.59E-04,2.87999988
,,,3.60E-04,1.5,,,,,3.60E-04,2.96000004
,,,3.60E-04,1.54,,,,,3.60E-04,3.03999996
,,,3.60E-04,1.54,,,,,3.60E-04,2.96000004
,,,3.61E-04,1.54,,,,,3.61E-04,2.96000004
,,,3.61E-04,1.54,,,,,3.61E-04,2.96000004
,,,3.62E-04,1.5599999,,,,,3.62E-04,3.11999989
,,,3.62E-04,1.5599999,,,,,3.62E-04,2.87999988
,,,3.62E-04,1.5999999,,,,,3.62E-04,3.03999996
,,,3.63E-04,1.5599999,,,,,3.63E-04,3.03999996
,,,3.63E-04,1.5799999,,,,,3.63E-04,2.96000004
,,,3.64E-04,1.5799999,,,,,3.64E-04,3.03999996
,,,3.64E-04,1.5999999,,,,,3.64E-04,3.03999996
,,,3.64E-04,1.62,,,,,3.64E-04,3.03999996
,,,3.65E-04,1.5999999,,,,,3.65E-04,2.96000004
,,,3.65E-04,1.5999999,,,,,3.65E-04,2.96000004
,,,3.66E-04,1.62,,,,,3.66E-04,2.96000004
,,,3.66E-04,1.64,,,,,3.66E-04,2.96000004
,,,3.66E-04,1.66,,,,,3.66E-04,2.96000004
,,,3.67E-04,1.6799999,,,,,3.67E-04,2.96000004
,,,3.67E-04,1.64,,,,,3.67E-04,2.96000004
,,,3.68E-04,1.66,,,,,3.68E-04,2.96000004
,,,3.68E-04,1.66,,,,,3.68E-04,3.03999996
,,,3.68E-04,1.6999999,,,,,3.68E-04,3.03999996
,,,3.69E-04,1.6999999,,,,,3.69E-04,2.96000004
,,,3.69E-04,1.6799999,,,,,3.69E-04,2.96000004
,,,3.70E-04,1.7199999,,,,,3.70E-04,2.96000004
,,,3.70E-04,1.6999999,,,,,3.70E-04,3.03999996
,,,3.70E-04,1.7199999,,,,,3.70E-04,2.96000004
,,,3.71E-04,1.7199999,,,,,3.71E-04,2.96000004
,,,3.71E-04,1.6999999,,,,,3.71E-04,2.87999988
,,,3.72E-04,1.74,,,,,3.72E-04,3.03999996
,,,3.72E-04,1.76,,,,,3.72E-04,2.96000004
,,,3.72E-04,1.76,,,,,3.72E-04,2.96000004
,,,3.73E-04,1.76,,,,,3.73E-04,2.87999988
,,,3.73E-04,1.78,,,,,3.73E-04,2.96000004
,,,3.74E-04,1.78,,,,,3.74E-04,2.96000004
,,,3.74E-04,1.76,,,,,3.74E-04,3.03999996
,,,3.74E-04,1.8,,,,,3.74E-04,2.96000004
,,,3.75E-04,1.78,,,,,3.75E-04,3.03999996
,,,3.75E-04,1.8199999,,,,,3.75E-04,2.96000004
,,,3.76E-04,1.78,,,,,3.76E-04,2.96000004
,,,3.76E-04,1.8,,,,,3.76E-04,2.87999988
,,,3.76E-04,1.8199999,,,,,3.76E-04,2.96000004
,,,3.77E-04,1.8399999,,,,,3.77E-04,2.87999988
,,,3.77E-04,1.8399999,,,,,3.77E-04,3.03999996
,,,3.78E-04,1.88,,,,,3.78E-04,2.96000004
,,,3.78E-04,1.8399999,,,,,3.78E-04,2.96000004
,,,3.78E-04,1.86,,,,,3.78E-04,3.03999996
,,,3.79E-04,1.88,,,,,3.79E-04,2.96000004
,,,3.79E-04,1.88,,,,,3.79E-04,2.96000004
,,,3.80E-04,1.86,,,,,3.80E-04,3.03999996
,,,3.80E-04,1.9,,,,,3.80E-04,3.03999996
,,,3.80E-04,1.92,,,,,3.80E-04,2.96000004
,,,3.81E-04,1.88,,,,,3.81E-04,2.96000004
,,,3.81E-04,1.92,,,,,3.81E-04,2.96000004
,,,3.82E-04,1.92,,,,,3.82E-04,3.03999996
,,,3.82E-04,1.92,,,,,3.82E-04,2.96000004
,,,3.82E-04,1.9399999,,,,,3.82E-04,2.96000004
,,,3.83E-04,1.9599999,,,,,3.83E-04,2.96000004
,,,3.83E-04,1.9599999,,,,,3.83E-04,2.96000004
,,,3.84E-04,1.9799999,,,,,3.84E-04,2.96000004
,,,3.84E-04,1.9599999,,,,,3.84E-04,2.96000004
,,,3.84E-04,1.9399999,,,,,3.84E-04,3.03999996
,,,3.85E-04,2,,,,,3.85E-04,3.11999989
,,,3.85E-04,2,,,,,3.85E-04,2.96000004
,,,3.86E-04,2,,,,,3.86E-04,2.87999988
,,,3.86E-04,2.02,,,,,3.86E-04,2.96000004
,,,3.86E-04,2,,,,,3.86E-04,2.96000004
,,,3.87E-04,2.04,,,,,3.87E-04,2.87999988
,,,3.87E-04,2.04,,,,,3.87E-04,2.96000004
,,,3.88E-04,2.04,,,,,3.88E-04,2.96000004
,,,3.88E-04,2.0599999,,,,,3.88E-04,3.03999996
,,,3.88E-04,2.0599999,,,,,3.88E-04,3.03999996
,,,3.89E-04,2.04,,,,,3.89E-04,2.96000004
,,,3.89E-04,2.0799999,,,,,3.89E-04,3.03999996
,,,3.90E-04,2.0799999,,,,,3.90E-04,3.11999989
,,,3.90E-04,2.0799999,,,,,3.90E-04,3.03999996
,,,3.90E-04,2.0799999,,,,,3.90E-04,2.96000004
,,,3.91E-04,2.0799999,,,,,3.91E-04,2.96000004
,,,3.91E-04,2.0999999,,,,,3.91E-04,3.03999996
,,,3.92E-04,2.1199999,,,,,3.92E-04,3.03999996
,,,3.92E-04,2.1199999,,,,,3.92E-04,2.96000004
,,,3.92E-04,2.1599998,,,,,3.92E-04,2.96000004
,,,3.93E-04,2.1599998,,,,,3.93E-04,2.96000004
,,,3.93E-04,2.1399999,,,,,3.93E-04,2.96000004
,,,3.94E-04,2.1599998,,,,,3.94E-04,2.96000004
,,,3.94E-04,2.1399999,,,,,3.94E-04,3.03999996
,,,3.94E-04,2.1800001,,,,,3.94E-04,2.96000004
,,,3.95E-04,2.1800001,,,,,3.95E-04,3.03999996
,,,3.95E-04,2.1599998,,,,,3.95E-04,2.96000004
,,,3.96E-04,2.1599998,,,,,3.96E-04,2.87999988
,,,3.96E-04,2.2,,,,,3.96E-04,2.96000004
,,,3.96E-04,2.2,,,,,3.96E-04,2.87999988
,,,3.97E-04,2.2,,,,,3.97E-04,2.87999988
,,,3.97E-04,2.22,,,,,3.97E-04,3.03999996
,,,3.98E-04,2.24,,,,,3.98E-04,3.03999996
,,,3.98E-04,2.22,,,,,3.98E-04,2.96000004
,,,3.98E-04,2.26,,,,,3.98E-04,3.03999996
,,,3.99E-04,2.22,,,,,3.99E-04,2.96000004
,,,3.99E-04,2.26,,,,,3.99E-04,2.87999988
,,,4.00E-04,2.24,,,,,4.00E-04,3.03999996
,,,4.00E-04,2.28,,,,,4.00E-04,2.96000004
,,,4.00E-04,2.24,,,,,4.00E-04,2.96000004
,,,4.01E-04,2.28,,,,,4.01E-04,2.96000004
,,,4.01E-04,2.3,,,,,4.01E-04,3.03999996
,,,4.02E-04,2.3,,,,,4.02E-04,2.96000004
,,,4.02E-04,2.3,,,,,4.02E-04,2.87999988
,,,4.02E-04,2.3,,,,,4.02E-04,2.96000004
,,,4.03E-04,2.28,,,,,4.03E-04,3.03999996
,,,4.03E-04,2.3199999,,,,,4.03E-04,2.96000004
,,,4.04E-04,2.3399999,,,,,4.04E-04,3.03999996
,,,4.04E-04,2.3399999,,,,,4.04E-04,3.03999996
,,,4.04E-04,2.3399999,,,,,4.04E-04,3.03999996
,,,4.05E-04,2.3399999,,,,,4.05E-04,2.96000004
,,,4.05E-04,2.3599999,,,,,4.05E-04,2.96000004
,,,4.06E-04,2.3599999,,,,,4.06E-04,2.87999988
,,,4.06E-04,2.3999999,,,,,4.06E-04,2.96000004
,,,4.06E-04,2.3799999,,,,,4.06E-04,2.96000004
,,,4.07E-04,2.3999999,,,,,4.07E-04,2.96000004
,,,4.07E-04,2.3799999,,,,,4.07E-04,2.87999988
,,,4.08E-04,2.3799999,,,,,4.08E-04,2.87999988
,,,4.08E-04,2.3999999,,,,,4.08E-04,3.03999996
,,,4.08E-04,2.4199998,,,,,4.08E-04,2.96000004
,,,4.09E-04,2.3999999,,,,,4.09E-04,2.87999988
,,,4.09E-04,2.4400001,,,,,4.09E-04,2.96000004
,,,4.10E-04,2.4199998,,,,,4.10E-04,3.03999996
,,,4.10E-04,2.4400001,,,,,4.10E-04,3.03999996
,,,4.10E-04,2.4199998,,,,,4.10E-04,2.96000004
,,,4.11E-04,2.3999999,,,,,4.11E-04,2.96000004
,,,4.11E-04,2.4400001,,,,,4.11E-04,3.03999996
,,,4.12E-04,2.48,,,,,4.12E-04,2.96000004
,,,4.12E-04,2.48,,,,,4.12E-04,3.03999996
,,,4.12E-04,2.48,,,,,4.12E-04,2.96000004
,,,4.13E-04,2.48,,,,,4.13E-04,2.96000004
,,,4.13E-04,2.5,,,,,4.13E-04,2.87999988
,,,4.14E-04,2.46,,,,,4.14E-04,3.03999996
,,,4.14E-04,2.5,,,,,4.14E-04,2.96000004
,,,4.14E-04,2.5,,,,,4.14E-04,2.96000004
,,,4.15E-04,2.54,,,,,4.15E-04,2.96000004
,,,4.15E-04,2.54,,,,,4.15E-04,3.03999996
,,,4.16E-04,2.5599999,,,,,4.16E-04,2.96000004
,,,4.16E-04,2.54,,,,,4.16E-04,2.96000004
,,,4.16E-04,2.5599999,,,,,4.16E-04,2.96000004
,,,4.17E-04,2.5599999,,,,,4.17E-04,3.03999996
,,,4.17E-04,2.5599999,,,,,4.17E-04,3.03999996
,,,4.18E-04,2.54,,,,,4.18E-04,3.03999996
,,,4.18E-04,2.5799999,,,,,4.18E-04,2.96000004
,,,4.18E-04,2.5799999,,,,,4.18E-04,2.96000004
,,,4.19E-04,2.5999999,,,,,4.19E-04,3.03999996
,,,4.19E-04,2.5799999,,,,,4.19E-04,2.96000004
,,,4.20E-04,2.5999999,,,,,4.20E-04,3.03999996
,,,4.20E-04,2.5999999,,,,,4.20E-04,2.96000004
,,,4.20E-04,2.5999999,,,,,4.20E-04,2.96000004
,,,4.21E-04,2.5999999,,,,,4.21E-04,2.96000004
,,,4.21E-04,2.5999999,,,,,4.21E-04,2.96000004
,,,4.22E-04,2.6399999,,,,,4.22E-04,2.96000004
,,,4.22E-04,2.6799998,,,,,4.22E-04,2.96000004
,,,4.22E-04,2.6599998,,,,,4.22E-04,2.96000004
,,,4.23E-04,2.6399999,,,,,4.23E-04,3.03999996
,,,4.23E-04,2.6799998,,,,,4.23E-04,3.03999996
,,,4.24E-04,2.6799998,,,,,4.24E-04,3.03999996
,,,4.24E-04,2.6799998,,,,,4.24E-04,2.96000004
,,,4.24E-04,2.6799998,,,,,4.24E-04,2.87999988
,,,4.25E-04,2.72000003,,,,,4.25E-04,2.96000004
,,,4.25E-04,2.6599998,,,,,4.25E-04,2.96000004
,,,4.26E-04,2.7,,,,,4.26E-04,2.96000004
,,,4.26E-04,2.7,,,,,4.26E-04,2.96000004
,,,4.26E-04,2.75999999,,,,,4.26E-04,2.96000004
,,,4.27E-04,2.74000001,,,,,4.27E-04,2.87999988
,,,4.27E-04,2.72000003,,,,,4.27E-04,2.96000004
,,,4.28E-04,2.75999999,,,,,4.28E-04,3.03999996
,,,4.28E-04,2.72000003,,,,,4.28E-04,3.03999996
,,,4.28E-04,2.74000001,,,,,4.28E-04,2.96000004
,,,4.29E-04,2.74000001,,,,,4.29E-04,2.96000004
,,,4.29E-04,2.74000001,,,,,4.29E-04,2.96000004
,,,4.30E-04,2.75999999,,,,,4.30E-04,2.87999988
,,,4.30E-04,2.75999999,,,,,4.30E-04,2.96000004
,,,4.30E-04,2.77999997,,,,,4.30E-04,2.87999988
,,,4.31E-04,2.79999995,,,,,4.31E-04,2.96000004
,,,4.31E-04,2.75999999,,,,,4.31E-04,2.96000004
,,,4.32E-04,2.77999997,,,,,4.32E-04,3.03999996
,,,4.32E-04,2.79999995,,,,,4.32E-04,2.96000004
,,,4.32E-04,2.81999993,,,,,4.32E-04,2.96000004
,,,4.33E-04,2.79999995,,,,,4.33E-04,2.96000004
,,,4.33E-04,2.81999993,,,,,4.33E-04,2.96000004
,,,4.34E-04,2.81999993,,,,,4.34E-04,3.03999996
,,,4.34E-04,2.83999991,,,,,4.34E-04,2.96000004
,,,4.34E-04,2.79999995,,,,,4.34E-04,2.96000004
,,,4.35E-04,2.8599999,,,,,4.35E-04,2.96000004
,,,4.35E-04,2.81999993,,,,,4.35E-04,2.96000004
,,,4.36E-04,2.83999991,,,,,4.36E-04,2.87999988
,,,4.36E-04,2.83999991,,,,,4.36E-04,2.87999988
,,,4.36E-04,2.87999988,,,,,4.36E-04,2.96000004
,,,4.37E-04,2.87999988,,,,,4.37E-04,3.03999996
,,,4.37E-04,2.87999988,,,,,4.37E-04,2.96000004
,,,4.38E-04,2.8599999,,,,,4.38E-04,2.96000004
,,,4.38E-04,2.89999986,,,,,4.38E-04,2.96000004
,,,4.38E-04,2.91999984,,,,,4.38E-04,3.03999996
,,,4.39E-04,2.87999988,,,,,4.39E-04,2.96000004
,,,4.39E-04,2.89999986,,,,,4.39E-04,2.96000004
,,,4.40E-04,2.89999986,,,,,4.40E-04,2.96000004
,,,4.40E-04,2.89999986,,,,,4.40E-04,2.96000004
,,,4.40E-04,2.91999984,,,,,4.40E-04,2.87999988
,,,4.41E-04,2.93999982,,,,,4.41E-04,3.03999996
,,,4.41E-04,2.89999986,,,,,4.41E-04,2.96000004
,,,4.42E-04,2.93999982,,,,,4.42E-04,2.96000004
,,,4.42E-04,2.91999984,,,,,4.42E-04,2.96000004
,,,4.42E-04,2.96000004,,,,,4.42E-04,2.96000004
,,,4.43E-04,2.93999982,,,,,4.43E-04,3.03999996
,,,4.43E-04,2.96000004,,,,,4.43E-04,3.03999996
,,,4.44E-04,2.93999982,,,,,4.44E-04,2.96000004
,,,4.44E-04,2.98000002,,,,,4.44E-04,2.96000004
,,,4.44E-04,2.93999982,,,,,4.44E-04,3.03999996
,,,4.45E-04,2.98000002,,,,,4.45E-04,3.03999996
,,,4.45E-04,2.98000002,,,,,4.45E-04,2.96000004
,,,4.46E-04,3,,,,,4.46E-04,2.96000004
,,,4.46E-04,3,,,,,4.46E-04,2.96000004
,,,4.46E-04,3,,,,,4.46E-04,3.03999996
,,,4.47E-04,3,,,,,4.47E-04,2.87999988
,,,4.47E-04,3,,,,,4.47E-04,2.87999988
,,,4.48E-04,3,,,,,4.48E-04,2.96000004
,,,4.48E-04,3.03999996,,,,,4.48E-04,2.96000004
,,,4.48E-04,3,,,,,4.48E-04,3.03999996
,,,4.49E-04,3.03999996,,,,,4.49E-04,2.96000004
,,,4.49E-04,3.03999996,,,,,4.49E-04,3.03999996
,,,4.50E-04,3.01999998,,,,,4.50E-04,3.03999996
,,,4.50E-04,3.03999996,,,,,4.50E-04,2.87999988
,,,4.50E-04,3.03999996,,,,,4.50E-04,2.87999988
,,,4.51E-04,3.03999996,,,,,4.51E-04,2.96000004
,,,4.51E-04,3.05999994,,,,,4.51E-04,2.87999988
,,,4.52E-04,3.07999992,,,,,4.52E-04,2.96000004
,,,4.52E-04,3.07999992,,,,,4.52E-04,2.96000004
,,,4.52E-04,3.07999992,,,,,4.52E-04,2.96000004
,,,4.53E-04,3.05999994,,,,,4.53E-04,2.87999988
,,,4.53E-04,3.07999992,,,,,4.53E-04,2.87999988
,,,4.54E-04,3.0999999,,,,,4.54E-04,2.87999988
,,,4.54E-04,3.05999994,,,,,4.54E-04,2.96000004
,,,4.54E-04,3.11999989,,,,,4.54E-04,2.96000004
,,,4.55E-04,3.07999992,,,,,4.55E-04,2.87999988
,,,4.55E-04,3.0999999,,,,,4.55E-04,2.79999995
,,,4.56E-04,3.07999992,,,,,4.56E-04,3.03999996
,,,4.56E-04,3.0999999,,,,,4.56E-04,2.87999988
,,,4.56E-04,3.11999989,,,,,4.56E-04,2.87999988
,,,4.57E-04,3.11999989,,,,,4.57E-04,2.87999988
,,,4.57E-04,3.13999987,,,,,4.57E-04,2.87999988
,,,4.58E-04,3.11999989,,,,,4.58E-04,2.96000004
,,,4.58E-04,3.13999987,,,,,4.58E-04,2.87999988
,,,4.58E-04,3.13999987,,,,,4.58E-04,2.87999988
,,,4.59E-04,3.15999985,,,,,4.59E-04,2.87999988
,,,4.59E-04,3.13999987,,,,,4.59E-04,2.87999988
,,,4.60E-04,3.15999985,,,,,4.60E-04,2.79999995
,,,4.60E-04,3.15999985,,,,,4.60E-04,2.87999988
,,,4.60E-04,3.17999983,,,,,4.60E-04,2.79999995
,,,4.61E-04,3.13999987,,,,,4.61E-04,2.87999988
,,,4.61E-04,3.17999983,,,,,4.61E-04,2.87999988
,,,4.62E-04,3.19999981,,,,,4.62E-04,2.87999988
,,,4.62E-04,3.19999981,,,,,4.62E-04,2.79999995
,,,4.62E-04,3.22000003,,,,,4.62E-04,2.79999995
,,,4.63E-04,3.22000003,,,,,4.63E-04,2.79999995
,,,4.63E-04,3.17999983,,,,,4.63E-04,2.87999988
,,,4.64E-04,3.19999981,,,,,4.64E-04,2.87999988
,,,4.64E-04,3.17999983,,,,,4.64E-04,2.79999995
,,,4.64E-04,3.22000003,,,,,4.64E-04,2.79999995
,,,4.65E-04,3.22000003,,,,,4.65E-04,2.72000003
,,,4.65E-04,3.24000001,,,,,4.65E-04,2.72000003
,,,4.66E-04,3.24000001,,,,,4.66E-04,2.87999988
,,,4.66E-04,3.24000001,,,,,4.66E-04,2.72000003
,,,4.66E-04,3.24000001,,,,,4.66E-04,2.72000003
,,,4.67E-04,3.24000001,,,,,4.67E-04,2.72000003
,,,4.67E-04,3.27999997,,,,,4.67E-04,2.79999995
,,,4.68E-04,3.25999999,,,,,4.68E-04,2.79999995
,,,4.68E-04,3.24000001,,,,,4.68E-04,2.72000003
,,,4.68E-04,3.25999999,,,,,4.68E-04,2.72000003
,,,4.69E-04,3.24000001,,,,,4.69E-04,2.72000003
,,,4.69E-04,3.24000001,,,,,4.69E-04,2.72000003
,,,4.70E-04,3.27999997,,,,,4.70E-04,2.72000003
,,,4.70E-04,3.27999997,,,,,4.70E-04,2.72000003
,,,4.70E-04,3.29999995,,,,,4.70E-04,2.72000003
,,,4.71E-04,3.27999997,,,,,4.71E-04,2.6399999
,,,4.71E-04,3.29999995,,,,,4.71E-04,2.79999995
,,,4.72E-04,3.29999995,,,,,4.72E-04,2.72000003
,,,4.72E-04,3.31999993,,,,,4.72E-04,2.72000003
,,,4.72E-04,3.29999995,,,,,4.72E-04,2.72000003
,,,4.73E-04,3.33999991,,,,,4.73E-04,2.5599999
,,,4.73E-04,3.29999995,,,,,4.73E-04,2.6399999
,,,4.74E-04,3.3599999,,,,,4.74E-04,2.5599999
,,,4.74E-04,3.31999993,,,,,4.74E-04,2.6399999
,,,4.74E-04,3.33999991,,,,,4.74E-04,2.5599999
,,,4.75E-04,3.31999993,,,,,4.75E-04,2.48
,,,4.75E-04,3.33999991,,,,,4.75E-04,2.48
,,,4.76E-04,3.29999995,,,,,4.76E-04,2.6399999
,,,4.76E-04,3.3599999,,,,,4.76E-04,2.5599999
,,,4.76E-04,3.33999991,,,,,4.76E-04,2.6399999
,,,4.77E-04,3.37999988,,,,,4.77E-04,2.6399999
,,,4.77E-04,3.3599999,,,,,4.77E-04,2.5599999
,,,4.78E-04,3.39999986,,,,,4.78E-04,2.5599999
,,,4.78E-04,3.33999991,,,,,4.78E-04,2.48
,,,4.78E-04,3.37999988,,,,,4.78E-04,2.5599999
,,,4.79E-04,3.3599999,,,,,4.79E-04,2.5599999
,,,4.79E-04,3.37999988,,,,,4.79E-04,2.48
,,,4.80E-04,3.3599999,,,,,4.80E-04,2.48
,,,4.80E-04,3.39999986,,,,,4.80E-04,2.5599999
,,,4.80E-04,3.37999988,,,,,4.80E-04,2.5599999
,,,4.81E-04,3.39999986,,,,,4.81E-04,2.48
,,,4.81E-04,3.41999984,,,,,4.81E-04,2.48
,,,4.82E-04,3.39999986,,,,,4.82E-04,2.48
,,,4.82E-04,3.41999984,,,,,4.82E-04,2.5599999
,,,4.82E-04,3.39999986,,,,,4.82E-04,2.48
,,,4.83E-04,3.41999984,,,,,4.83E-04,2.5599999
,,,4.83E-04,3.41999984,,,,,4.83E-04,2.5599999
,,,4.84E-04,3.41999984,,,,,4.84E-04,2.48
,,,4.84E-04,3.43999982,,,,,4.84E-04,2.3999999
,,,4.84E-04,3.46000004,,,,,4.84E-04,2.48
,,,4.85E-04,3.43999982,,,,,4.85E-04,2.48
,,,4.85E-04,3.43999982,,,,,4.85E-04,2.48
,,,4.86E-04,3.41999984,,,,,4.86E-04,2.48
,,,4.86E-04,3.48000002,,,,,4.86E-04,2.48
,,,4.86E-04,3.46000004,,,,,4.86E-04,2.48
,,,4.87E-04,3.46000004,,,,,4.87E-04,2.48
,,,4.87E-04,3.46000004,,,,,4.87E-04,2.3999999
,,,4.88E-04,3.46000004,,,,,4.88E-04,2.3999999
,,,4.88E-04,3.46000004,,,,,4.88E-04,2.48
,,,4.88E-04,3.48000002,,,,,4.88E-04,2.3199999
,,,4.89E-04,3.48000002,,,,,4.89E-04,2.3999999
,,,4.89E-04,3.48000002,,,,,4.89E-04,2.3999999
,,,4.90E-04,3.48000002,,,,,4.90E-04,2.24
,,,4.90E-04,3.48000002,,,,,4.90E-04,2.3999999
,,,4.90E-04,3.48000002,,,,,4.90E-04,2.3999999
,,,4.91E-04,3.5,,,,,4.91E-04,2.3999999
,,,4.91E-04,3.5,,,,,4.91E-04,2.3199999
,,,4.92E-04,3.5,,,,,4.92E-04,2.3199999
,,,4.92E-04,3.5,,,,,4.92E-04,2.3999999
,,,4.92E-04,3.51999998,,,,,4.92E-04,2.3199999
,,,4.93E-04,3.5,,,,,4.93E-04,2.24
,,,4.93E-04,3.53999996,,,,,4.93E-04,2.24
,,,4.94E-04,3.51999998,,,,,4.94E-04,2.3199999
,,,4.94E-04,3.53999996,,,,,4.94E-04,2.3199999
,,,4.94E-04,3.51999998,,,,,4.94E-04,2.3199999
,,,4.95E-04,3.53999996,,,,,4.95E-04,2.24
,,,4.95E-04,3.53999996,,,,,4.95E-04,2.3199999
,,,4.96E-04,3.57999992,,,,,4.96E-04,2.24
,,,4.96E-04,3.53999996,,,,,4.96E-04,2.24
,,,4.96E-04,3.55999994,,,,,4.96E-04,2.24
,,,4.97E-04,3.57999992,,,,,4.97E-04,2.24
,,,4.97E-04,3.55999994,,,,,4.97E-04,2.24
,,,4.98E-04,3.55999994,,,,,4.98E-04,2.24
,,,4.98E-04,3.57999992,,,,,4.98E-04,2.24
,,,4.98E-04,3.55999994,,,,,4.98E-04,2.24
,,,4.99E-04,3.55999994,,,,,4.99E-04,2.24
,,,4.99E-04,3.57999992,,,,,4.99E-04,2.24
,,,5.00E-04,3.57999992,,,,,5.00E-04,2.1599998
,,,5.00E-04,3.57999992,,,,,5.00E-04,2.24
,,,5.00E-04,3.55999994,,,,,5.00E-04,2.24
,,,5.01E-04,3.5999999,,,,,5.01E-04,2.1599998
,,,5.01E-04,3.61999989,,,,,5.01E-04,2.1599998
,,,5.02E-04,3.61999989,,,,,5.02E-04,2.1599998
,,,5.02E-04,3.5999999,,,,,5.02E-04,2.1599998
,,,5.02E-04,3.63999987,,,,,5.02E-04,2.3199999
,,,5.03E-04,3.65999985,,,,,5.03E-04,2.3199999
,,,5.03E-04,3.61999989,,,,,5.03E-04,2.24
,,,5.04E-04,3.61999989,,,,,5.04E-04,2.24
,,,5.04E-04,3.61999989,,,,,5.04E-04,2.24
,,,5.04E-04,3.5999999,,,,,5.04E-04,2.1599998
,,,5.05E-04,3.63999987,,,,,5.05E-04,2.1599998
,,,5.05E-04,3.65999985,,,,,5.05E-04,2.1599998
,,,5.06E-04,3.63999987,,,,,5.06E-04,2.1599998
,,,5.06E-04,3.65999985,,,,,5.06E-04,2.0799999
,,,5.06E-04,3.61999989,,,,,5.06E-04,2.1599998
,,,5.07E-04,3.67999983,,,,,5.07E-04,2.1599998
