Record Length,2500,Points,time1,volt1,,Record Length,2500,Points,time2,volt2
,,,-2.44E-04,0,,,,,-2.44E-04,0
,,,-2.44E-04,-2.00E-02,,,,,-2.44E-04,0
,,,-2.44E-04,-4.00E-02,,,,,-2.44E-04,0
,,,-2.43E-04,-4.00E-02,,,,,-2.43E-04,0
,,,-2.43E-04,-2.00E-02,,,,,-2.43E-04,0
,,,-2.42E-04,-4.00E-02,,,,,-2.42E-04,8.00E-02
,,,-2.42E-04,-2.00E-02,,,,,-2.42E-04,8.00E-02
,,,-2.42E-04,-2.00E-02,,,,,-2.42E-04,-8.00E-02
,,,-2.41E-04,-2.00E-02,,,,,-2.41E-04,8.00E-02
,,,-2.41E-04,-2.00E-02,,,,,-2.41E-04,8.00E-02
,,,-2.40E-04,-4.00E-02,,,,,-2.40E-04,0
,,,-2.40E-04,0,,,,,-2.40E-04,8.00E-02
,,,-2.40E-04,-2.00E-02,,,,,-2.40E-04,8.00E-02
,,,-2.39E-04,-6.00E-02,,,,,-2.39E-04,8.00E-02
,,,-2.39E-04,-2.00E-02,,,,,-2.39E-04,8.00E-02
,,,-2.38E-04,-2.00E-02,,,,,-2.38E-04,0
,,,-2.38E-04,-2.00E-02,,,,,-2.38E-04,8.00E-02
,,,-2.38E-04,-2.00E-02,,,,,-2.38E-04,0
,,,-2.37E-04,-2.00E-02,,,,,-2.37E-04,8.00E-02
,,,-2.37E-04,-2.00E-02,,,,,-2.37E-04,0
,,,-2.36E-04,-4.00E-02,,,,,-2.36E-04,1.60E-01
,,,-2.36E-04,-2.00E-02,,,,,-2.36E-04,1.60E-01
,,,-2.36E-04,-4.00E-02,,,,,-2.36E-04,8.00E-02
,,,-2.35E-04,-2.00E-02,,,,,-2.35E-04,0
,,,-2.35E-04,-2.00E-02,,,,,-2.35E-04,1.60E-01
,,,-2.34E-04,-4.00E-02,,,,,-2.34E-04,0
,,,-2.34E-04,-2.00E-02,,,,,-2.34E-04,8.00E-02
,,,-2.34E-04,-4.00E-02,,,,,-2.34E-04,-8.00E-02
,,,-2.33E-04,-4.00E-02,,,,,-2.33E-04,0
,,,-2.33E-04,-4.00E-02,,,,,-2.33E-04,8.00E-02
,,,-2.32E-04,-2.00E-02,,,,,-2.32E-04,8.00E-02
,,,-2.32E-04,-6.00E-02,,,,,-2.32E-04,8.00E-02
,,,-2.32E-04,-4.00E-02,,,,,-2.32E-04,0
,,,-2.31E-04,-2.00E-02,,,,,-2.31E-04,8.00E-02
,,,-2.31E-04,-2.00E-02,,,,,-2.31E-04,8.00E-02
,,,-2.30E-04,-4.00E-02,,,,,-2.30E-04,8.00E-02
,,,-2.30E-04,-2.00E-02,,,,,-2.30E-04,8.00E-02
,,,-2.30E-04,-4.00E-02,,,,,-2.30E-04,8.00E-02
,,,-2.29E-04,-2.00E-02,,,,,-2.29E-04,0
,,,-2.29E-04,-4.00E-02,,,,,-2.29E-04,8.00E-02
,,,-2.28E-04,-6.00E-02,,,,,-2.28E-04,0
,,,-2.28E-04,-2.00E-02,,,,,-2.28E-04,1.60E-01
,,,-2.28E-04,-4.00E-02,,,,,-2.28E-04,-8.00E-02
,,,-2.27E-04,-2.00E-02,,,,,-2.27E-04,0
,,,-2.27E-04,-2.00E-02,,,,,-2.27E-04,0
,,,-2.26E-04,-4.00E-02,,,,,-2.26E-04,8.00E-02
,,,-2.26E-04,-4.00E-02,,,,,-2.26E-04,0
,,,-2.26E-04,-2.00E-02,,,,,-2.26E-04,8.00E-02
,,,-2.25E-04,0,,,,,-2.25E-04,8.00E-02
,,,-2.25E-04,-4.00E-02,,,,,-2.25E-04,0
,,,-2.24E-04,-2.00E-02,,,,,-2.24E-04,-8.00E-02
,,,-2.24E-04,-2.00E-02,,,,,-2.24E-04,8.00E-02
,,,-2.24E-04,0,,,,,-2.24E-04,0
,,,-2.23E-04,-4.00E-02,,,,,-2.23E-04,8.00E-02
,,,-2.23E-04,-4.00E-02,,,,,-2.23E-04,0
,,,-2.22E-04,0,,,,,-2.22E-04,8.00E-02
,,,-2.22E-04,0,,,,,-2.22E-04,-8.00E-02
,,,-2.22E-04,-8.00E-02,,,,,-2.22E-04,0
,,,-2.21E-04,0,,,,,-2.21E-04,1.60E-01
,,,-2.21E-04,-2.00E-02,,,,,-2.21E-04,8.00E-02
,,,-2.20E-04,-4.00E-02,,,,,-2.20E-04,0
,,,-2.20E-04,-2.00E-02,,,,,-2.20E-04,8.00E-02
,,,-2.20E-04,-2.00E-02,,,,,-2.20E-04,8.00E-02
,,,-2.19E-04,-2.00E-02,,,,,-2.19E-04,0
,,,-2.19E-04,0,,,,,-2.19E-04,0
,,,-2.18E-04,-6.00E-02,,,,,-2.18E-04,0
,,,-2.18E-04,-2.00E-02,,,,,-2.18E-04,8.00E-02
,,,-2.18E-04,-2.00E-02,,,,,-2.18E-04,8.00E-02
,,,-2.17E-04,-4.00E-02,,,,,-2.17E-04,8.00E-02
,,,-2.17E-04,-4.00E-02,,,,,-2.17E-04,0
,,,-2.16E-04,-2.00E-02,,,,,-2.16E-04,0
,,,-2.16E-04,-2.00E-02,,,,,-2.16E-04,8.00E-02
,,,-2.16E-04,-4.00E-02,,,,,-2.16E-04,1.60E-01
,,,-2.15E-04,-2.00E-02,,,,,-2.15E-04,8.00E-02
,,,-2.15E-04,-6.00E-02,,,,,-2.15E-04,8.00E-02
,,,-2.14E-04,-2.00E-02,,,,,-2.14E-04,0
,,,-2.14E-04,-6.00E-02,,,,,-2.14E-04,0
,,,-2.14E-04,-2.00E-02,,,,,-2.14E-04,0
,,,-2.13E-04,-8.00E-02,,,,,-2.13E-04,0
,,,-2.13E-04,-4.00E-02,,,,,-2.13E-04,0
,,,-2.12E-04,-4.00E-02,,,,,-2.12E-04,8.00E-02
,,,-2.12E-04,-6.00E-02,,,,,-2.12E-04,8.00E-02
,,,-2.12E-04,-6.00E-02,,,,,-2.12E-04,0
,,,-2.11E-04,-4.00E-02,,,,,-2.11E-04,8.00E-02
,,,-2.11E-04,-4.00E-02,,,,,-2.11E-04,0
,,,-2.10E-04,-2.00E-02,,,,,-2.10E-04,8.00E-02
,,,-2.10E-04,-6.00E-02,,,,,-2.10E-04,8.00E-02
