Record Length,1.02E+03,,freq,level
,,,29716.10729,-66.9897
,,,29839.41064,-65.7897
,,,29962.71399,-66.9897
,,,30086.01734,-66.9897
,,,30209.32069,-66.9897
,,,30332.62404,-65.7897
,,,30455.92739,-66.9897
,,,30579.23074,-66.9897
,,,30702.53409,-66.9897
,,,30825.83744,-66.9897
,,,30949.14079,-66.9897
,,,31072.44414,-66.9897
,,,31195.74749,-66.9897
,,,31319.05084,-65.7897
,,,31442.35419,-66.9897
,,,31565.65754,-66.9897
,,,31688.96089,-66.9897
,,,31812.26424,-65.7897
,,,31935.56759,-65.7897
,,,32058.87094,-66.9897
,,,32182.17429,-66.9897
,,,32305.47764,-65.7897
,,,32428.78099,-61.7897
,,,32552.08434,-66.9897
,,,32675.38769,-66.9897
,,,32798.69104,-66.9897
,,,32921.99439,-66.9897
,,,33045.29774,-66.9897
,,,33168.60109,-66.9897
,,,33291.90444,-66.9897
,,,33415.20779,-66.9897
,,,33538.51114,-66.9897
,,,33661.81449,-65.7897
,,,33785.11784,-65.7897
,,,33908.42119,-66.9897
,,,34031.72454,-66.9897
,,,34155.02789,-66.9897
,,,34278.33124,-65.7897
,,,34401.63459,-66.9897
,,,34524.93794,-66.9897
,,,34648.24129,-66.9897
,,,34771.54464,-66.9897
,,,34894.84799,-66.9897
,,,35018.15134,-63.3897
,,,35141.45469,-63.3897
,,,35264.75804,-66.9897
,,,35388.06139,-66.9897
,,,35511.36474,-66.9897
,,,35634.66809,-66.9897
,,,35757.97144,-66.9897
,,,35881.27479,-66.9897
,,,36004.57814,-65.7897
,,,36127.88149,-63.7897
,,,36251.18484,-65.7897
,,,36374.48819,-66.9897
,,,36497.79154,-66.9897
,,,36621.09489,-66.9897
,,,36744.39824,-66.9897
,,,36867.70159,-66.9897
,,,36991.00494,-66.9897
,,,37114.30829,-66.9897
,,,37237.61164,-66.9897
,,,37360.91499,-66.9897
,,,37484.21834,-66.9897
,,,37607.52169,-65.7897
,,,37730.82504,-65.7897
,,,37854.12839,-66.9897
,,,37977.43174,-66.9897
,,,38100.73509,-66.9897
,,,38224.03844,-66.9897
,,,38347.34179,-66.9897
,,,38470.64514,-66.9897
,,,38593.94849,-66.9897
,,,38717.25184,-66.9897
,,,38840.55519,-65.7897
,,,38963.85854,-66.9897
,,,39087.16189,-65.7897
,,,39210.46524,-66.9897
,,,39333.76859,-66.9897
,,,39457.07194,-66.9897
,,,39580.37529,-65.7897
,,,39703.67864,-66.9897
,,,39826.98199,-66.9897
,,,39950.28534,-66.9897
,,,40073.58869,-66.9897
,,,40196.89204,-66.9897
,,,40320.19539,-65.7897
,,,40443.49874,-66.9897
,,,40566.80209,-66.9897
,,,40690.10544,-66.9897
,,,40813.40879,-66.9897
,,,40936.71214,-66.9897
,,,41060.01549,-66.9897
,,,41183.31884,-66.9897
,,,41306.62219,-66.9897
,,,41429.92554,-66.9897
,,,41553.22889,-65.7897
,,,41676.53224,-65.7897
,,,41799.83559,-66.9897
,,,41923.13894,-66.9897
,,,42046.44229,-65.7897
,,,42169.74564,-66.9897
,,,42293.04899,-66.9897
,,,42416.35234,-66.9897
,,,42539.65569,-66.9897
,,,42662.95904,-66.9897
,,,42786.26239,-66.9897
,,,42909.56574,-66.9897
,,,43032.86909,-66.9897
,,,43156.17244,-66.9897
,,,43279.47579,-65.7897
,,,43402.77914,-66.9897
,,,43526.08249,-66.9897
,,,43649.38584,-66.9897
,,,43772.68919,-66.9897
,,,43895.99254,-66.9897
,,,44019.29589,-65.7897
,,,44142.59924,-65.7897
,,,44265.90259,-66.9897
,,,44389.20594,-66.9897
,,,44512.50929,-66.9897
,,,44635.81264,-66.9897
,,,44759.11599,-66.9897
,,,44882.41934,-65.7897
,,,45005.72269,-65.7897
,,,45129.02604,-65.7897
,,,45252.32939,-66.9897
,,,45375.63274,-65.7897
,,,45498.93609,-66.9897
,,,45622.23944,-66.9897
,,,45745.54279,-66.9897
,,,45868.84614,-66.9897
,,,45992.14949,-66.9897
,,,46115.45284,-66.9897
,,,46238.75619,-66.9897
,,,46362.05954,-66.9897
,,,46485.36289,-66.9897
,,,46608.66624,-66.9897
,,,46731.96959,-65.7897
,,,46855.27294,-48.9897
,,,46978.57629,-39.3897
,,,47101.87964,-42.5897
,,,47225.18299,-63.3897
,,,47348.48634,-66.9897
,,,47471.78969,-66.9897
,,,47595.09304,-66.9897
,,,47718.39639,-66.9897
,,,47841.69974,-66.9897
,,,47965.00309,-66.9897
,,,48088.30644,-66.9897
,,,48211.60979,-66.9897
,,,48334.91314,-66.9897
,,,48458.21649,-65.7897
,,,48581.51984,-66.9897
,,,48704.82319,-66.9897
,,,48828.12654,-66.9897
,,,48951.42989,-66.9897
,,,49074.73324,-66.9897
,,,49198.03659,-66.9897
,,,49321.33994,-66.9897
,,,49444.64329,-66.9897
,,,49567.94664,-66.9897
,,,49691.24999,-66.9897
,,,49814.55334,-66.9897
,,,49937.85669,-66.9897
,,,50061.16004,-66.9897
,,,50184.46339,-66.9897
,,,50307.76674,-66.9897
,,,50431.07009,-62.9897
,,,50554.37344,-65.7897
,,,50677.67679,-66.9897
,,,50800.98014,-66.9897
,,,50924.28349,-66.9897
,,,51047.58684,-66.9897
,,,51170.89019,-66.9897
,,,51294.19354,-66.9897
,,,51417.49689,-65.7897
,,,51540.80024,-66.9897
,,,51664.10359,-66.9897
,,,51787.40694,-66.9897
,,,51910.71029,-66.9897
,,,52034.01364,-66.9897
,,,52157.31699,-66.9897
,,,52280.62034,-66.9897
,,,52403.92369,-66.9897
,,,52527.22704,-66.9897
,,,52650.53039,-66.9897
,,,52773.83374,-66.9897
,,,52897.13709,-66.9897
,,,53020.44044,-66.9897
,,,53143.74379,-66.9897
,,,53267.04714,-66.9897
,,,53390.35049,-66.9897
,,,53513.65384,-66.9897
,,,53636.95719,-66.9897
,,,53760.26054,-66.9897
,,,53883.56389,-66.9897
,,,54006.86724,-66.9897
,,,54130.17059,-65.7897
,,,54253.47394,-62.9897
,,,54376.77729,-63.3897
,,,54500.08064,-60.5897
,,,54623.38399,-65.7897
,,,54746.68734,-66.9897
,,,54869.99069,-66.9897
,,,54993.29404,-65.7897
,,,55116.59739,-66.9897
,,,55239.90074,-66.9897
,,,55363.20409,-66.9897
,,,55486.50744,-66.9897
,,,55609.81079,-66.9897
,,,55733.11414,-63.3897
,,,55856.41749,-66.9897
,,,55979.72084,-66.9897
,,,56103.02419,-66.9897
,,,56226.32754,-66.9897
,,,56349.63089,-66.9897
,,,56472.93424,-66.9897
,,,56596.23759,-66.9897
,,,56719.54094,-66.9897
,,,56842.84429,-66.9897
,,,56966.14764,-66.9897
,,,57089.45099,-66.9897
,,,57212.75434,-65.7897
,,,57336.05769,-65.7897
,,,57459.36104,-66.9897
,,,57582.66439,-66.9897
,,,57705.96774,-66.9897
,,,57829.27109,-66.9897
,,,57952.57444,-62.9897
,,,58075.87779,-65.7897
,,,58199.18114,-66.9897
,,,58322.48449,-66.9897
,,,58445.78784,-66.9897
,,,58569.09119,-66.9897
,,,58692.39454,-66.9897
,,,58815.69789,-66.9897
,,,58939.00124,-66.9897
,,,59062.30459,-66.9897
,,,59185.60794,-66.9897
,,,59308.91129,-66.9897
,,,59432.21464,-65.7897
,,,59555.51799,-66.9897
,,,59678.82134,-66.9897
,,,59802.12469,-66.9897
,,,59925.42804,-66.9897
,,,60048.73139,-65.7897
,,,60172.03474,-66.9897
,,,60295.33809,-66.9897
,,,60418.64144,-65.7897
,,,60541.94479,-66.9897
,,,60665.24814,-65.7897
,,,60788.55149,-66.9897
,,,60911.85484,-66.9897
,,,61035.15819,-65.7897
,,,61158.46154,-66.9897
,,,61281.76489,-66.9897
,,,61405.06824,-66.9897
,,,61528.37159,-66.9897
,,,61651.67494,-66.9897
,,,61774.97829,-65.7897
,,,61898.28164,-66.9897
,,,62021.58499,-66.9897
,,,62144.88834,-66.9897
,,,62268.19169,-66.9897
,,,62391.49504,-66.9897
,,,62514.79839,-66.9897
,,,62638.10174,-66.9897
,,,62761.40509,-65.7897
,,,62884.70844,-63.7897
,,,63008.01179,-66.9897
,,,63131.31514,-66.9897
,,,63254.61849,-66.9897
,,,63377.92184,-66.9897
,,,63501.22519,-66.9897
,,,63624.52854,-66.9897
,,,63747.83189,-66.9897
,,,63871.13524,-66.9897
,,,63994.43859,-65.7897
,,,64117.74194,-66.9897
,,,64241.04529,-66.9897
,,,64364.34864,-66.9897
,,,64487.65199,-63.3897
,,,64610.95534,-65.7897
,,,64734.25869,-66.9897
,,,64857.56204,-66.9897
,,,64980.86539,-66.9897
,,,65104.16874,-66.9897
,,,65227.47209,-66.9897
,,,65350.77544,-65.7897
,,,65474.07879,-63.7897
,,,65597.38214,-66.9897
,,,65720.68549,-66.9897
,,,65843.98884,-66.9897
,,,65967.29219,-66.9897
,,,66090.59554,-66.9897
,,,66213.89889,-66.9897
,,,66337.20224,-66.9897
,,,66460.50559,-66.9897
,,,66583.80894,-66.9897
,,,66707.11229,-66.9897
,,,66830.41564,-66.9897
,,,66953.71899,-65.7897
,,,67077.02234,-65.7897
,,,67200.32569,-66.9897
,,,67323.62904,-66.9897
,,,67446.93239,-66.9897
,,,67570.23574,-65.7897
,,,67693.53909,-66.9897
,,,67816.84244,-65.7897
,,,67940.14579,-62.9897
,,,68063.44914,-66.9897
,,,68186.75249,-66.9897
,,,68310.05584,-66.9897
,,,68433.35919,-65.7897
,,,68556.66254,-65.7897
,,,68679.96589,-66.9897
,,,68803.26924,-66.9897
,,,68926.57259,-66.9897
,,,69049.87594,-65.7897
,,,69173.17929,-66.9897
,,,69296.48264,-66.9897
,,,69419.78599,-66.9897
,,,69543.08934,-65.7897
,,,69666.39269,-66.9897
,,,69789.69604,-66.9897
,,,69912.99939,-66.9897
,,,70036.30274,-61.7897
,,,70159.60609,-62.9897
,,,70282.90944,-66.9897
,,,70406.21279,-66.9897
,,,70529.51614,-66.9897
,,,70652.81949,-66.9897
,,,70776.12284,-65.7897
,,,70899.42619,-66.9897
,,,71022.72954,-66.9897
,,,71146.03289,-66.9897
,,,71269.33624,-66.9897
,,,71392.63959,-66.9897
,,,71515.94294,-66.9897
,,,71639.24629,-66.9897
,,,71762.54964,-66.9897
,,,71885.85299,-66.9897
,,,72009.15634,-65.7897
,,,72132.45969,-63.7897
,,,72255.76304,-65.7897
,,,72379.06639,-66.9897
,,,72502.36974,-66.9897
,,,72625.67309,-66.9897
,,,72748.97644,-62.9897
,,,72872.27979,-62.9897
,,,72995.58314,-66.9897
,,,73118.88649,-63.7897
,,,73242.18984,-65.7897
,,,73365.49319,-66.9897
,,,73488.79654,-66.9897
,,,73612.09989,-66.9897
,,,73735.40324,-66.9897
,,,73858.70659,-66.9897
,,,73982.00994,-66.9897
,,,74105.31329,-66.9897
,,,74228.61664,-66.9897
,,,74351.91999,-66.9897
,,,74475.22334,-66.9897
,,,74598.52669,-66.9897
,,,74721.83004,-66.9897
,,,74845.13339,-66.9897
,,,74968.43674,-66.9897
,,,75091.74009,-66.9897
,,,75215.04344,-66.9897
,,,75338.34679,-66.9897
,,,75461.65014,-62.9897
,,,75584.95349,-62.9897
,,,75708.25684,-66.9897
,,,75831.56019,-66.9897
,,,75954.86354,-66.9897
,,,76078.16689,-66.9897
,,,76201.47024,-65.7897
,,,76324.77359,-66.9897
,,,76448.07694,-61.7897
,,,76571.38029,-63.7897
,,,76694.68364,-66.9897
,,,76817.98699,-66.9897
,,,76941.29034,-66.9897
,,,77064.59369,-66.9897
,,,77187.89704,-66.9897
,,,77311.20039,-66.9897
,,,77434.50374,-66.9897
,,,77557.80709,-65.7897
,,,77681.11044,-66.9897
,,,77804.41379,-66.9897
,,,77927.71714,-66.9897
,,,78051.02049,-66.9897
,,,78174.32384,-66.9897
,,,78297.62719,-66.9897
,,,78420.93054,-66.9897
,,,78544.23389,-66.9897
,,,78667.53724,-65.7897
,,,78790.84059,-65.7897
,,,78914.14394,-66.9897
,,,79037.44729,-66.9897
,,,79160.75064,-66.9897
,,,79284.05399,-66.9897
,,,79407.35734,-66.9897
,,,79530.66069,-66.9897
,,,79653.96404,-66.9897
,,,79777.26739,-66.9897
,,,79900.57074,-66.9897
,,,80023.87409,-66.9897
,,,80147.17744,-66.9897
,,,80270.48079,-66.9897
,,,80393.78414,-66.9897
,,,80517.08749,-66.9897
,,,80640.39084,-66.9897
,,,80763.69419,-66.9897
,,,80886.99754,-66.9897
,,,81010.30089,-66.9897
,,,81133.60424,-66.9897
,,,81256.90759,-66.9897
,,,81380.21094,-66.9897
,,,81503.51429,-66.9897
,,,81626.81764,-65.7897
,,,81750.12099,-66.9897
,,,81873.42434,-66.9897
,,,81996.72769,-66.9897
,,,82120.03104,-66.9897
,,,82243.33439,-63.7897
,,,82366.63774,-66.9897
,,,82489.94109,-66.9897
,,,82613.24444,-66.9897
,,,82736.54779,-66.9897
,,,82859.85114,-66.9897
,,,82983.15449,-66.9897
,,,83106.45784,-66.9897
,,,83229.76119,-66.9897
,,,83353.06454,-66.9897
,,,83476.36789,-66.9897
,,,83599.67124,-66.9897
,,,83722.97459,-66.9897
,,,83846.27794,-66.9897
,,,83969.58129,-66.9897
,,,84092.88464,-66.9897
,,,84216.18799,-66.9897
,,,84339.49134,-66.9897
,,,84462.79469,-66.9897
,,,84586.09804,-66.9897
,,,84709.40139,-66.9897
,,,84832.70474,-66.9897
,,,84956.00809,-66.9897
,,,85079.31144,-66.9897
,,,85202.61479,-66.9897
,,,85325.91814,-65.7897
,,,85449.22149,-66.9897
,,,85572.52484,-63.3897
,,,85695.82819,-66.9897
,,,85819.13154,-66.9897
,,,85942.43489,-66.9897
,,,86065.73824,-65.7897
,,,86189.04159,-66.9897
,,,86312.34494,-66.9897
,,,86435.64829,-66.9897
,,,86558.95164,-66.9897
,,,86682.25499,-66.9897
,,,86805.55834,-66.9897
,,,86928.86169,-66.9897
,,,87052.16504,-62.9897
,,,87175.46839,-66.9897
,,,87298.77174,-66.9897
,,,87422.07509,-66.9897
,,,87545.37844,-66.9897
,,,87668.68179,-66.9897
,,,87791.98514,-66.9897
,,,87915.28849,-65.7897
,,,88038.59184,-65.7897
,,,88161.89519,-63.3897
,,,88285.19854,-65.7897
,,,88408.50189,-66.9897
,,,88531.80524,-66.9897
,,,88655.10859,-66.9897
,,,88778.41194,-66.9897
,,,88901.71529,-66.9897
,,,89025.01864,-65.7897
,,,89148.32199,-66.9897
,,,89271.62534,-66.9897
,,,89394.92869,-66.9897
,,,89518.23204,-66.9897
,,,89641.53539,-66.9897
,,,89764.83874,-66.9897
,,,89888.14209,-66.9897
,,,90011.44544,-66.9897
,,,90134.74879,-66.9897
,,,90258.05214,-66.9897
,,,90381.35549,-66.9897
,,,90504.65884,-65.7897
,,,90627.96219,-63.3897
,,,90751.26554,-65.7897
,,,90874.56889,-66.9897
,,,90997.87224,-66.9897
,,,91121.17559,-65.7897
,,,91244.47894,-65.7897
,,,91367.78229,-65.7897
,,,91491.08564,-62.9897
,,,91614.38899,-65.7897
,,,91737.69234,-66.9897
,,,91860.99569,-65.7897
,,,91984.29904,-65.7897
,,,92107.60239,-66.9897
,,,92230.90574,-66.9897
,,,92354.20909,-66.9897
,,,92477.51244,-66.9897
,,,92600.81579,-66.9897
,,,92724.11914,-66.9897
,,,92847.42249,-66.9897
,,,92970.72584,-66.9897
,,,93094.02919,-66.9897
,,,93217.33254,-66.9897
,,,93340.63589,-65.7897
,,,93463.93924,-65.7897
,,,93587.24259,-66.9897
,,,93710.54594,-62.9897
,,,93833.84929,-66.9897
,,,93957.15264,-66.9897
,,,94080.45599,-66.9897
,,,94203.75934,-66.9897
,,,94327.06269,-65.7897
,,,94450.36604,-66.9897
,,,94573.66939,-66.9897
,,,94696.97274,-66.9897
,,,94820.27609,-66.9897
,,,94943.57944,-63.7897
,,,95066.88279,-65.7897
,,,95190.18614,-66.9897
,,,95313.48949,-66.9897
,,,95436.79284,-65.7897
,,,95560.09619,-62.9897
,,,95683.39954,-65.7897
,,,95806.70289,-66.9897
,,,95930.00624,-66.9897
,,,96053.30959,-65.7897
,,,96176.61294,-65.7897
,,,96299.91629,-65.7897
,,,96423.21964,-66.9897
,,,96546.52299,-66.9897
,,,96669.82634,-66.9897
,,,96793.12969,-66.9897
,,,96916.43304,-65.7897
,,,97039.73639,-66.9897
,,,97163.03974,-65.7897
,,,97286.34309,-66.9897
,,,97409.64644,-66.9897
,,,97532.94979,-66.9897
,,,97656.25314,-66.9897
,,,97779.55649,-66.9897
,,,97902.85984,-66.9897
,,,98026.16319,-66.9897
,,,98149.46654,-66.9897
,,,98272.76989,-66.9897
,,,98396.07324,-66.9897
,,,98519.37659,-65.7897
,,,98642.67994,-65.7897
,,,98765.98329,-66.9897
,,,98889.28664,-65.7897
,,,99012.58999,-65.7897
,,,99135.89334,-66.9897
,,,99259.19669,-65.7897
,,,99382.50004,-65.7897
,,,99505.80339,-66.9897
,,,99629.10674,-66.9897
,,,99752.41009,-66.9897
,,,99875.71344,-66.9897
,,,99999.01679,-66.9897
,,,100122.3201,-66.9897
,,,100245.6235,-66.9897
,,,100368.9268,-66.9897
,,,100492.2302,-66.9897
,,,100615.5335,-66.9897
,,,100738.8369,-66.9897
,,,100862.1402,-66.9897
,,,100985.4436,-66.9897
,,,101108.7469,-66.9897
,,,101232.0503,-65.7897
,,,101355.3536,-65.7897
,,,101478.657,-66.9897
,,,101601.9603,-66.9897
,,,101725.2637,-66.9897
,,,101848.567,-66.9897
,,,101971.8704,-66.9897
,,,102095.1737,-66.9897
,,,102218.4771,-66.9897
,,,102341.7804,-65.7897
,,,102465.0838,-62.9897
,,,102588.3871,-65.7897
,,,102711.6905,-66.9897
,,,102834.9938,-66.9897
,,,102958.2972,-66.9897
,,,103081.6005,-66.9897
,,,103204.9039,-66.9897
,,,103328.2072,-66.9897
,,,103451.5106,-66.9897
,,,103574.8139,-66.9897
,,,103698.1173,-66.9897
,,,103821.4206,-66.9897
,,,103944.724,-66.9897
,,,104068.0273,-66.9897
,,,104191.3307,-66.9897
,,,104314.634,-66.9897
,,,104437.9374,-66.9897
,,,104561.2407,-66.9897
,,,104684.5441,-66.9897
,,,104807.8474,-63.3897
,,,104931.1508,-66.9897
,,,105054.4541,-66.9897
,,,105177.7575,-65.7897
,,,105301.0608,-65.7897
,,,105424.3642,-66.9897
,,,105547.6675,-66.9897
,,,105670.9709,-66.9897
,,,105794.2742,-66.9897
,,,105917.5776,-62.9897
,,,106040.8809,-63.3897
,,,106164.1843,-62.9897
,,,106287.4876,-66.9897
,,,106410.791,-66.9897
,,,106534.0943,-65.7897
,,,106657.3977,-66.9897
,,,106780.701,-61.7897
,,,106904.0044,-63.3897
,,,107027.3077,-63.3897
,,,107150.6111,-65.7897
,,,107273.9144,-65.7897
,,,107397.2178,-66.9897
,,,107520.5211,-66.9897
,,,107643.8245,-66.9897
,,,107767.1278,-66.9897
,,,107890.4312,-66.9897
,,,108013.7345,-66.9897
,,,108137.0379,-66.9897
,,,108260.3412,-66.9897
,,,108383.6446,-63.7897
,,,108506.9479,-66.9897
,,,108630.2513,-66.9897
,,,108753.5546,-65.7897
,,,108876.858,-65.7897
,,,109000.1613,-66.9897
,,,109123.4647,-66.9897
,,,109246.768,-66.9897
,,,109370.0714,-66.9897
,,,109493.3747,-66.9897
,,,109616.6781,-65.7897
,,,109739.9814,-63.7897
,,,109863.2848,-66.9897
,,,109986.5881,-66.9897
,,,110109.8915,-66.9897
,,,110233.1948,-63.7897
,,,110356.4982,-65.7897
,,,110479.8015,-66.9897
,,,110603.1049,-66.9897
,,,110726.4082,-66.9897
,,,110849.7116,-65.7897
,,,110973.0149,-65.7897
,,,111096.3183,-65.7897
,,,111219.6216,-65.7897
,,,111342.925,-66.9897
,,,111466.2283,-58.9897
,,,111589.5317,-58.1897
,,,111712.835,-66.9897
,,,111836.1384,-66.9897
,,,111959.4417,-66.9897
,,,112082.7451,-66.9897
,,,112206.0484,-66.9897
,,,112329.3518,-66.9897
,,,112452.6551,-66.9897
,,,112575.9585,-65.7897
,,,112699.2618,-65.7897
,,,112822.5652,-66.9897
,,,112945.8685,-65.7897
,,,113069.1719,-66.9897
,,,113192.4752,-66.9897
,,,113315.7786,-66.9897
,,,113439.0819,-66.9897
,,,113562.3853,-65.7897
