Record Length,1.02E+03,,freq,level
,,,113685.6886,-66.9897
,,,113808.992,-66.9897
,,,113932.2953,-63.3897
,,,114055.5987,-65.7897
,,,114178.902,-66.9897
,,,114302.2054,-66.9897
,,,114425.5087,-66.9897
,,,114548.8121,-66.9897
,,,114672.1154,-66.9897
,,,114795.4188,-66.9897
,,,114918.7221,-65.7897
,,,115042.0255,-65.7897
,,,115165.3288,-66.9897
,,,115288.6322,-66.9897
,,,115411.9355,-66.9897
,,,115535.2389,-66.9897
,,,115658.5422,-66.9897
,,,115781.8456,-65.7897
,,,115905.1489,-66.9897
,,,116028.4523,-65.7897
,,,116151.7556,-66.9897
,,,116275.059,-66.9897
,,,116398.3623,-66.9897
,,,116521.6657,-66.9897
,,,116644.969,-66.9897
,,,116768.2724,-66.9897
,,,116891.5757,-65.7897
,,,117014.8791,-66.9897
,,,117138.1824,-62.9897
,,,117261.4858,-66.9897
,,,117384.7891,-66.9897
,,,117508.0925,-66.9897
,,,117631.3958,-65.7897
,,,117754.6992,-66.9897
,,,117878.0025,-66.9897
,,,118001.3059,-66.9897
,,,118124.6092,-65.7897
,,,118247.9126,-66.9897
,,,118371.2159,-66.9897
,,,118494.5193,-66.9897
,,,118617.8226,-66.9897
,,,118741.126,-66.9897
,,,118864.4293,-63.3897
,,,118987.7327,-63.3897
,,,119111.036,-66.9897
,,,119234.3394,-66.9897
,,,119357.6427,-62.9897
,,,119480.9461,-63.3897
,,,119604.2494,-65.7897
,,,119727.5528,-66.9897
,,,119850.8561,-66.9897
,,,119974.1595,-66.9897
,,,120097.4628,-65.7897
,,,120220.7662,-66.9897
,,,120344.0695,-66.9897
,,,120467.3729,-66.9897
,,,120590.6762,-66.9897
,,,120713.9796,-66.9897
,,,120837.2829,-66.9897
,,,120960.5863,-66.9897
,,,121083.8896,-66.9897
,,,121207.193,-66.9897
,,,121330.4963,-66.9897
,,,121453.7997,-65.7897
,,,121577.103,-66.9897
,,,121700.4064,-66.9897
,,,121823.7097,-63.3897
,,,121947.0131,-66.9897
,,,122070.3164,-66.9897
,,,122193.6198,-65.7897
,,,122316.9231,-66.9897
,,,122440.2265,-66.9897
,,,122563.5298,-66.9897
,,,122686.8332,-66.9897
,,,122810.1365,-66.9897
,,,122933.4399,-66.9897
,,,123056.7432,-65.7897
,,,123180.0466,-65.7897
,,,123303.3499,-66.9897
,,,123426.6533,-65.7897
,,,123549.9566,-60.5897
,,,123673.26,-65.7897
,,,123796.5633,-66.9897
,,,123919.8667,-65.7897
,,,124043.17,-66.9897
,,,124166.4734,-66.9897
,,,124289.7767,-66.9897
,,,124413.0801,-63.7897
,,,124536.3834,-65.7897
,,,124659.6868,-65.7897
,,,124782.9901,-65.7897
,,,124906.2935,-66.9897
,,,125029.5968,-62.9897
,,,125152.9002,-66.9897
,,,125276.2035,-62.9897
,,,125399.5069,-62.9897
,,,125522.8102,-66.9897
,,,125646.1136,-66.9897
,,,125769.4169,-66.9897
,,,125892.7203,-66.9897
,,,126016.0236,-66.9897
,,,126139.327,-66.9897
